Date/Time,Cooling Load(kWh),Site Outdoor Air Drybulb Temperature [C](Hourly),Site Outdoor Air Wetbulb Temperature [C](Hourly),Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Site Wind Speed [m/s](Hourly),Chiller Electricity Energy(kWh)
 07/08  12:00:00,616.1682889,31.40833333,26.57712805,0.020231313,3,383.5534511
 07/08  13:00:00,570.5459169,32.05,26.70657128,0.020211608,3,365.7882422
 07/08  14:00:00,632.8217314,32.70833333,26.86215056,0.020220378,3,385.4721272
 07/08  15:00:00,641.7476136,32.825,26.8143329,0.020084634,2.825,389.3714472
 07/08  16:00:00,639.6478375,32.46666667,26.49637755,0.019682879,2.466666667,379.6621242
 07/08  17:00:00,624.8567575,32.125,26.19351395,0.019303508,2.125,367.6712689
 07/08  18:00:00,528.4232514,31.59166667,26.0307994,0.019245901,1.591666667,338.9503969
 07/08  19:00:00,400.7831947,30.95,26.07354633,0.019593375,0.95,295.1607281
 07/08  20:00:00,389.5827314,30.29166667,26.23309193,0.020140211,0.291666667,295.2572356
 07/08  21:00:00,293.6423839,29.70833333,26.30500592,0.020506209,0.116666667,267.8051132
 07/08  22:00:00,0,29.20833333,26.21041783,0.020553172,0.258333333,0
 07/08  23:00:00,0,28.70833333,26.21328396,0.020771763,0.416666667,0
 07/08  24:00:00,0,28.20833333,26.23488049,0.021023483,0.616666667,0
 07/09  01:00:00,0,27.70833333,26.17828349,0.021137764,0.758333333,0
 07/09  02:00:00,0,27.20833333,26.1853259,0.021364186,0.916666667,0
 07/09  03:00:00,0,26.825,26.03470124,0.021264285,0.825,0
 07/09  04:00:00,0,26.46666667,25.6820054,0.020818188,0.466666667,0
 07/09  05:00:00,0,26.125,25.34576426,0.020397485,0.125,0
 07/09  06:00:00,0,26.58333333,25.4828751,0.020435667,0.175,0
 07/09  07:00:00,0,27.58333333,25.98668055,0.020865741,0.533333333,0
 07/09  08:00:00,462.1218947,28.58333333,26.52214472,0.02137305,0.875,412.3064539
 07/09  09:00:00,621.6613031,29.58333333,26.7649189,0.021379369,1.583333333,462.5678689
 07/09  10:00:00,632.6628428,30.58333333,26.75737826,0.020951827,2.583333333,453.6609178
 07/09  11:00:00,642.7677194,31.58333333,26.77363531,0.020563816,3.583333333,407.3045658
 07/09  12:00:00,640.354195,32.40833333,26.74312908,0.02015732,4,393.3439397
 07/09  13:00:00,588.0430517,33.05,26.57647299,0.019599869,4,367.1294853
 07/09  14:00:00,654.8642569,33.70833333,26.49496455,0.019197993,4,380.9044272
 07/09  15:00:00,677.8705764,34,26.73040778,0.019504156,4,397.6421028
 07/09  16:00:00,705.1343778,34,27.23119548,0.020426931,4,424.3831456
 07/09  17:00:00,712.1781814,34,27.69099661,0.021303298,4,442.677195
 07/09  18:00:00,615.6407497,33.24166667,27.81186075,0.02185004,3.591666667,407.5343206
 07/09  19:00:00,470.8589356,31.88333333,27.81657859,0.022430251,2.95,352.6877581
 07/09  20:00:00,440.4070264,30.54166667,27.75735642,0.022894188,2.291666667,339.937705
 07/09  21:00:00,333.9167392,29.88333333,27.66847947,0.023009539,2,300.0102342
 07/09  22:00:00,0,29.74166667,27.59515759,0.022932789,2,0
 07/09  23:00:00,0,29.58333333,27.52989582,0.022878632,2,0
 07/09  24:00:00,0,29.38333333,27.48478611,0.022894646,2,0
 07/10  01:00:00,0,29.24166667,27.49417616,0.022983314,2,0
 07/10  02:00:00,0,29.08333333,27.48590993,0.023035922,2,0
 07/10  03:00:00,0,28.825,27.46173508,0.023101831,1.591666667,0
 07/10  04:00:00,0,28.46666667,27.39394661,0.023129569,0.95,0
 07/10  05:00:00,0,28.125,27.25543936,0.023033547,0.291666667,0
 07/10  06:00:00,0,28.40833333,27.18372996,0.02277512,0.408333333,0
 07/10  07:00:00,0,29.05,27.08893878,0.022315212,1.05,0
 07/10  08:00:00,472.1099089,29.70833333,26.96984086,0.021815008,1.708333333,453.5420364
 07/10  09:00:00,620.8975522,30.40833333,27.30991524,0.022141312,2,452.1041086
 07/10  10:00:00,664.6363433,31.05,27.9135463,0.022997639,2,454.6954014
 07/10  11:00:00,670.6309617,31.70833333,28.5330895,0.023908206,2,460.9779569
 07/10  12:00:00,670.3027169,33.16666667,28.70592481,0.023633753,2.175,476.7256708
 07/10  13:00:00,625.0430633,35.16666667,28.51191239,0.022422724,2.533333333,478.8489247
 07/10  14:00:00,693.6872175,37.16666667,28.280615,0.021147202,2.875,474.4842022
 07/10  15:00:00,726.9982431,37.59166667,28.46136991,0.021326271,3.408333333,491.5110664
 07/10  16:00:00,744.2422153,36.95,29.00299538,0.022679341,4.05,494.0852117
 07/10  17:00:00,737.2313075,36.29166667,29.57359514,0.024139949,4.708333333,485.3308786
 07/10  18:00:00,626.9289061,35.41666667,29.62323033,0.024628728,4.241666667,497.9323447
 07/10  19:00:00,495.7629353,34.41666667,29.38318563,0.024569126,2.883333333,415.7760992
 07/10  20:00:00,471.4905925,33.41666667,29.17515272,0.024563088,1.541666667,395.06303
 07/10  21:00:00,359.9225481,32.53333333,28.83809456,0.024258897,1.116666667,339.502185
 07/10  22:00:00,0,31.675,28.36363317,0.023696798,1.258333333,0
 07/10  23:00:00,0,30.83333333,27.98179545,0.023306889,1.416666667,0
 07/10  24:00:00,0,30.03333333,27.59530125,0.022907731,1.616666667,0
 07/11  01:00:00,0,29.175,27.07413234,0.022293503,1.758333333,0
 07/11  02:00:00,0,28.33333333,26.63873407,0.021851038,1.916666667,0
 07/11  03:00:00,0,27.825,26.40616507,0.021651119,1.825,0
 07/11  04:00:00,0,27.46666667,26.35691987,0.021716709,1.466666667,0
 07/11  05:00:00,0,27.125,26.27205839,0.021725502,1.125,0
 07/11  06:00:00,0,27,26.20542578,0.021656899,0.825,0
 07/11  07:00:00,0,27,26.20551213,0.021647532,0.466666667,0
 07/11  08:00:00,0,27,26.20551213,0.021647532,0.125,0
 07/11  09:00:00,0,27.58333333,26.377492,0.02171714,2.333333333,0
 07/11  10:00:00,0,28.58333333,26.63762151,0.021792673,6.333333333,0
 07/11  11:00:00,0,30.16666667,27.03346099,0.021813355,4.5,0
 07/11  12:00:00,0,31,27.22132472,0.021785558,2.408333333,0
 07/11  13:00:00,0,31,27.22094569,0.021794989,3.05,0
 07/11  14:00:00,0,31,27.22041613,0.021808211,3.708333333,0
 07/11  15:00:00,0,30.59166667,27.12147208,0.021810748,4.758333333,0
 07/11  16:00:00,0,29.95,26.99103254,0.021859954,6.116666667,0
 07/11  17:00:00,0,29.29166667,26.82432198,0.021847484,7.458333333,0
 07/11  18:00:00,0,28.24166667,26.26112733,0.021298682,6.833333333,0
 07/11  19:00:00,0,26.88333333,25.45373361,0.020476147,4.833333333,0
 07/11  20:00:00,0,25.54166667,24.60484431,0.019626351,2.833333333,0
 07/11  21:00:00,0,25.11666667,24.35164154,0.019383772,2.466666667,0
 07/11  22:00:00,0,25.25833333,24.49109414,0.01954457,3.325,0
 07/11  23:00:00,0,25.41666667,24.64697451,0.01972342,4.166666667,0
 07/11  24:00:00,0,25.61666667,24.84394081,0.0199459,4.966666667,0
 07/12  01:00:00,0,25.75833333,24.98340444,0.02011086,5.825,0
 07/12  02:00:00,0,25.91666667,25.13929383,0.020294333,6.666666667,0
 07/12  03:00:00,0,25.825,25.04919632,0.020172339,6.241666667,0
 07/12  04:00:00,0,25.46666667,24.69666097,0.019734787,4.883333333,0
 07/12  05:00:00,0,25.125,24.36054462,0.019325253,3.541666667,0
 07/12  06:00:00,0,25.175,24.02860569,0.018752314,3.408333333,0
 07/12  07:00:00,0,25.53333333,23.70814463,0.018066589,4.05,0
 07/12  08:00:00,0,25.875,23.3440128,0.017328389,4.708333333,0
 07/12  09:00:00,0,26.40833333,23.96788381,0.018087459,4.416666667,0
 07/12  10:00:00,0,27.05,25.28408986,0.019987879,3.416666667,0
 07/12  11:00:00,0,27.70833333,26.61736464,0.022039329,2.416666667,0
 07/12  12:00:00,0,28,27.10982968,0.02280441,2.991666667,0
 07/12  13:00:00,0,28,26.89098878,0.022403997,4.633333333,0
 07/12  14:00:00,0,28,26.61199019,0.021898891,6.291666667,0
 07/12  15:00:00,0,28,26.49497076,0.021688632,7.583333333,0
 07/12  16:00:00,0,28,26.49497076,0.021688632,8.583333333,0
 07/12  17:00:00,0,28,26.49497076,0.021688632,9.583333333,0
 07/12  18:00:00,0,27.41666667,26.01014633,0.02106859,8.075,0
 07/12  19:00:00,0,26.41666667,25.33075624,0.020312249,4.716666667,0
 07/12  20:00:00,0,25.41666667,24.59395128,0.01949317,1.375,0
 07/12  21:00:00,0,25,24.23859946,0.01907846,0,0
 07/12  22:00:00,0,25,24.23871884,0.01906701,0,0
 07/12  23:00:00,0,25,24.23880357,0.019058836,0,0
 07/12  24:00:00,0,25,24.23880357,0.019058836,0,0
 07/13  01:00:00,0,25,24.23880357,0.019058836,0,0
 07/13  02:00:00,0,25,24.23880357,0.019058836,0,0
 07/13  03:00:00,0,25,24.38846471,0.019302745,0,0
 07/13  04:00:00,0,25,24.64321632,0.019721269,0,0
 07/13  05:00:00,0,25,24.89549854,0.02014034,0,0
 07/13  06:00:00,0,25.175,25.02794882,0.020287258,0,0
 07/13  07:00:00,0,25.53333333,25.12963886,0.020293057,0,0
 07/13  08:00:00,317.787885,25.875,25.2086229,0.020271579,0,328.4396092
 07/13  09:00:00,498.5605117,26,25.22289889,0.02022998,0.175,431.0632431
 07/13  10:00:00,510.1389397,26,25.22298672,0.02022131,0.533333333,365.6250667
 07/13  11:00:00,516.0416008,26,25.22298672,0.02022131,0.875,342.6183725
 07/13  12:00:00,520.1749517,26,25.22298672,0.02022131,1.408333333,333.8699406
 07/13  13:00:00,476.9616214,26,25.22298672,0.02022131,2.05,313.4366056
 07/13  14:00:00,521.0623506,26,25.22298672,0.02022131,2.708333333,326.9211639
 07/13  15:00:00,522.6001006,25.825,25.20292512,0.02026218,2.825,326.2290747
 07/13  16:00:00,520.8878933,25.46666667,25.10636647,0.020252561,2.466666667,322.7486544
 07/13  17:00:00,518.5093833,25.125,25.0201476,0.02025368,2.125,319.5996667
 07/13  18:00:00,425.6725036,25,24.99999647,0.020273304,2,288.8312631
 07/13  19:00:00,303.0742603,25,24.99999647,0.020273304,2,253.7820843
 07/13  20:00:00,293.6997358,25,24.99999647,0.020273304,2,252.5026553
 07/13  21:00:00,215.5309241,25,24.92697589,0.020151217,1.825,233.8360904
 07/13  22:00:00,0,25,24.80135679,0.019942024,1.466666667,0
 07/13  23:00:00,0,25,24.67513188,0.019732967,1.125,0
 07/13  24:00:00,0,25,24.54836039,0.019512373,0.825,0
 07/14  01:00:00,0,25,24.4209866,0.019295446,0.466666667,0
 07/14  02:00:00,0,25,24.29293465,0.019087017,0.125,0
 07/14  03:00:00,0,25,24.38895577,0.019243342,0,0
 07/14  04:00:00,0,25,24.64349995,0.019660539,0,0
 07/14  05:00:00,0,25,24.89556779,0.020090353,0,0
 07/14  06:00:00,0,25.58333333,25.43482554,0.020748083,0,0
 07/14  07:00:00,0,26.58333333,26.17081664,0.021585541,0,0
 07/14  08:00:00,372.02434,27.58333333,26.8935812,0.022433684,0,366.8150625
 07/14  09:00:00,509.8342403,27.00833333,26.44796908,0.021861117,0,452.8624761
 07/14  10:00:00,507.8431797,25.36666667,25.06041497,0.02016143,0,353.2286647
 07/14  11:00:00,504.4656625,23.70833333,23.60610772,0.018493958,0,317.4796433
 07/14  12:00:00,500.1134683,23.58333333,23.29802605,0.018052295,0,311.3535189
 07/14  13:00:00,464.0726872,24.58333333,23.86096607,0.018523837,0,291.1101133
 07/14  14:00:00,525.4415725,25.58333333,24.3746763,0.018932149,0,317.7118161
 07/14  15:00:00,536.7889103,26.40833333,24.79474353,0.019269475,0,328.6226933
 07/14  16:00:00,538.2914736,27.05,25.21781134,0.01970194,0,333.8754989
 07/14  17:00:00,531.3987353,27.70833333,25.62529175,0.02012534,0,336.4102978
 07/14  18:00:00,447.8748914,27.59166667,25.64375081,0.020202903,0,307.8954833
 07/14  19:00:00,321.3659694,26.95,25.44444161,0.020127487,0,266.7468921
 07/14  20:00:00,307.24643,26.29166667,25.28838273,0.020131731,0,260.5712102
 07/14  21:00:00,223.9535223,25.88333333,25.18523633,0.020123419,0,238.8976392
 07/14  22:00:00,0,25.74166667,25.17555281,0.020167621,0,0
 07/14  23:00:00,0,25.58333333,25.14788714,0.020188765,0,0
 07/14  24:00:00,0,25.38333333,25.07735248,0.020155889,0,0
 07/15  01:00:00,0,25.24166667,25.06327949,0.020180723,0,0
 07/15  02:00:00,0,25.08333333,25.03111629,0.020185963,0,0
 07/15  03:00:00,0,25,24.99999233,0.020169584,0.175,0
 07/15  04:00:00,0,25,24.99999233,0.020169584,0.533333333,0
 07/15  05:00:00,0,25,24.99999233,0.020169584,0.875,0
 07/15  06:00:00,0,25.58333333,25.2855925,0.02040034,1.175,0
 07/15  07:00:00,0,26.58333333,25.83019951,0.020903038,1.533333333,0
 07/15  08:00:00,395.0027564,27.58333333,26.32428421,0.02133667,1.875,380.1961031
 07/15  09:00:00,540.5789767,28.40833333,26.56082697,0.021401921,2,468.2521333
 07/15  10:00:00,559.5799783,29.05,26.67800792,0.021322907,2,408.9317569
 07/15  11:00:00,564.3893633,29.70833333,26.85090749,0.021341617,2,383.9554144
 07/15  12:00:00,565.0937914,30.40833333,27.04205228,0.021387171,2.408333333,378.0634989
 07/15  13:00:00,530.0774453,31.05,27.25242504,0.021495581,3.05,367.0533639
 07/15  14:00:00,592.4101889,31.70833333,27.43243931,0.021558052,3.708333333,390.5733133
 07/15  15:00:00,611.5010992,31.825,27.32928136,0.021328661,4,394.2726767
 07/15  16:00:00,624.6067697,31.46666667,27.0017249,0.020885449,4,390.2534544
 07/15  17:00:00,625.5940169,31.125,26.59197312,0.020297058,4,379.6482658
 07/15  18:00:00,528.6907428,30.59166667,26.32474045,0.020051829,3.416666667,344.76006
 07/15  19:00:00,397.1773658,29.95,26.21854706,0.020139167,2.416666667,296.4953158
 07/15  20:00:00,382.1272606,29.29166667,26.0748959,0.020169366,1.416666667,290.7667322
 07/15  21:00:00,284.1928344,28.70833333,25.98132034,0.0202556,0.883333333,261.3403462
 07/15  22:00:00,0,28.20833333,25.94836456,0.020411917,0.741666667,0
 07/15  23:00:00,0,27.70833333,25.98093721,0.02068204,0.583333333,0
 07/15  24:00:00,0,27.20833333,26.05057938,0.021004124,0.383333333,0
 07/16  01:00:00,0,26.70833333,26.02023837,0.021156144,0.241666667,0
 07/16  02:00:00,0,26.20833333,25.99338123,0.021323539,0.083333333,0
 07/16  03:00:00,0,26,25.8508461,0.021165864,0.175,0
 07/16  04:00:00,0,26,25.59332449,0.02072328,0.533333333,0
 07/16  05:00:00,0,26,25.333227,0.020281304,0.875,0
 07/16  06:00:00,0,26.40833333,25.47058948,0.020339898,0.825,0
 07/16  07:00:00,0,27.05,25.90819163,0.020816093,0.466666667,0
 07/16  08:00:00,448.9602656,27.70833333,26.33199823,0.021261217,0.125,414.4581239
 07/16  09:00:00,598.5985792,28.58333333,26.47495719,0.021129377,0.408333333,453.2957753
 07/16  10:00:00,610.3203081,29.58333333,26.46326834,0.020681208,1.05,452.4887278
 07/16  11:00:00,609.9030233,30.58333333,26.43979083,0.020213006,1.708333333,392.4615581
 07/16  12:00:00,605.5381683,31.175,26.37188125,0.019854371,2.175,374.6428531
 07/16  13:00:00,567.0318672,31.53333333,26.24996749,0.019510512,2.533333333,356.0040633
 07/16  14:00:00,627.6997556,31.875,26.12965256,0.019164607,2.875,366.9245225
 07/16  15:00:00,645.3975625,32,26.29938091,0.019421137,2.416666667,376.2742731
 07/16  16:00:00,663.2854619,32,26.75460607,0.020237092,1.416666667,394.4397164
 07/16  17:00:00,645.6162053,32,27.27366511,0.021190351,0.416666667,402.3793464
 07/16  18:00:00,548.1187467,31.41666667,27.34125521,0.021573047,0.175,373.3564625
 07/16  19:00:00,421.5898483,30.41666667,27.06027514,0.021473548,0.533333333,317.4293292
 07/16  20:00:00,401.6846217,29.41666667,26.82517651,0.021466413,0.875,306.9248708
 07/16  21:00:00,297.7651553,28.825,26.65938337,0.021422207,0.883333333,272.9351864
 07/16  22:00:00,0,28.46666667,26.54545218,0.02137234,0.741666667,0
 07/16  23:00:00,0,28.125,26.50159178,0.021440601,0.583333333,0
 07/16  24:00:00,0,27.825,26.410223,0.021393922,0.383333333,0
 07/17  01:00:00,0,27.46666667,26.36021696,0.021449527,0.241666667,0
 07/17  02:00:00,0,27.125,26.27472539,0.021445231,0.083333333,0
 07/17  03:00:00,0,26.825,26.03569201,0.021155327,0,0
 07/17  04:00:00,0,26.46666667,25.68300069,0.020711529,0,0
 07/17  05:00:00,0,26.125,25.34676533,0.020293006,0,0
 07/17  06:00:00,0,26.40833333,25.47010861,0.020381577,0,0
 07/17  07:00:00,0,27.05,25.90778657,0.020846269,0,0
 07/17  08:00:00,455.4965536,27.70833333,26.33145761,0.021295756,0,410.8096839
 07/17  09:00:00,622.0948014,28.75833333,26.38149657,0.0209346,0.583333333,457.7029708
 07/17  10:00:00,619.3992053,30.11666667,26.20636584,0.020059892,1.583333333,431.3661422
 07/17  11:00:00,625.5576033,31.45833333,26.11867839,0.019344781,2.583333333,387.6654572
 07/17  12:00:00,626.7435972,32,26.09035681,0.019065223,3.175,375.2207181
 07/17  13:00:00,576.6649647,32,26.08949069,0.019076602,3.533333333,354.859335
 07/17  14:00:00,629.53204,32,26.08887459,0.019084736,3.875,365.5191633
 07/17  15:00:00,642.6873581,32,25.98295996,0.018913932,3.825,370.8166275
 07/17  16:00:00,660.4628075,32,25.69497676,0.018427847,3.466666667,373.7151858
 07/17  17:00:00,656.5116008,32,25.43542941,0.01798626,3.125,367.4895164
 07/17  18:00:00,563.9197467,31.41666667,25.37601591,0.018132997,2.591666667,337.7935303
 07/17  19:00:00,432.7209644,30.41666667,25.35581752,0.018523033,1.95,296.5902278
 07/17  20:00:00,414.0782722,29.41666667,25.27146206,0.018793257,1.291666667,289.4159919
 07/17  21:00:00,311.79994,28.825,25.3296916,0.019146542,1,260.846198
 07/17  22:00:00,0,28.46666667,25.36412231,0.019365934,1,0
 07/17  23:00:00,0,28.125,25.34209781,0.019474136,1,0
 07/17  24:00:00,0,27.825,25.43634486,0.019761799,1,0
 07/18  01:00:00,0,27.46666667,25.44120298,0.019922794,1,0
 07/18  02:00:00,0,27.125,25.4752011,0.02012645,1,0
 07/18  03:00:00,0,26.825,25.5963181,0.020474029,1,0
 07/18  04:00:00,0,26.46666667,25.80257408,0.020991695,1,0
 07/18  05:00:00,0,26.125,25.96422945,0.021418618,1,0
 07/18  06:00:00,0,26.40833333,26.10545415,0.021544251,1.408333333,0
 07/18  07:00:00,0,27.05,26.28920189,0.021592771,2.05,0
 07/18  08:00:00,0,27.70833333,26.44514963,0.021587038,2.708333333,0
 07/18  09:00:00,0,28.40833333,26.47458015,0.021339588,3.991666667,0
 07/18  10:00:00,0,29.05,26.35077371,0.020845729,5.633333333,0
 07/18  11:00:00,0,29.70833333,26.29168778,0.020473333,7.291666667,0
 07/18  12:00:00,0,30,26.30086391,0.020374425,8.175,0
 07/18  13:00:00,0,30,26.30032494,0.020386659,8.533333333,0
 07/18  14:00:00,0,30,26.29940618,0.020407664,8.875,0
 07/18  15:00:00,0,29.59166667,26.19433995,0.020406277,8.591666667,0
 07/18  16:00:00,0,28.95,25.96594369,0.020280372,7.95,0
 07/18  17:00:00,0,28.29166667,25.81593582,0.020300531,7.291666667,0
 07/18  18:00:00,0,27.825,25.69913318,0.020297889,6.416666667,0
 07/18  19:00:00,0,27.46666667,25.58090099,0.020247432,5.416666667,0
 07/18  20:00:00,0,27.125,25.53188138,0.020296621,4.416666667,0
 07/18  21:00:00,0,26.88333333,25.33306828,0.020052205,4.116666667,0
 07/18  22:00:00,0,26.74166667,25.05803768,0.019648399,4.258333333,0
 07/18  23:00:00,0,26.58333333,24.76713508,0.019231107,4.416666667,0
 07/18  24:00:00,0,26.38333333,24.51720105,0.018904207,4.616666667,0
 07/19  01:00:00,0,26.24166667,24.2198159,0.018480425,4.758333333,0
 07/19  02:00:00,0,26.08333333,23.95299414,0.018118057,4.916666667,0
 07/19  03:00:00,0,26,23.87346153,0.018026299,4.591666667,0
 07/19  04:00:00,0,26,23.87346153,0.018026299,3.95,0
 07/19  05:00:00,0,26,23.87346153,0.018026299,3.291666667,0
 07/19  06:00:00,0,26,23.95440783,0.018144264,2.825,0
 07/19  07:00:00,0,26,24.17217537,0.018486142,2.466666667,0
 07/19  08:00:00,0,26,24.44472844,0.018916916,2.125,0
 07/19  09:00:00,0,26.58333333,24.55639799,0.018842866,2.583333333,0
 07/19  10:00:00,0,27.58333333,24.58291424,0.018461283,3.583333333,0
 07/19  11:00:00,0,28.58333333,24.59821043,0.018050143,4.583333333,0
 07/19  12:00:00,0,29.175,24.65012576,0.017887734,6.166666667,0
 07/19  13:00:00,0,29.53333333,24.71491572,0.017850681,8.166666667,0
 07/19  14:00:00,0,29.875,24.78696549,0.017824569,10.16666667,0
 07/19  15:00:00,0,29.41666667,24.69033041,0.017859869,9.25,0
 07/19  16:00:00,0,28.41666667,24.4200071,0.017842026,6.25,0
 07/19  17:00:00,0,27.41666667,24.19310407,0.017898644,3.25,0
 07/19  18:00:00,0,26.825,24.03181063,0.017890425,2,0
 07/19  19:00:00,0,26.46666667,23.92079247,0.0178537,2,0
 07/19  20:00:00,0,26.125,23.87833565,0.01792295,2,0
 07/19  21:00:00,0,26,23.95575507,0.018099425,2,0
 07/19  22:00:00,0,26,24.01319017,0.018191187,2,0
 07/19  23:00:00,0,26,24.09332628,0.018319711,2,0
 07/19  24:00:00,0,26,24.23017961,0.018540149,2,0
 07/20  01:00:00,0,26,24.36632067,0.018760738,2,0
 07/20  02:00:00,0,26,24.5019802,0.018970127,2,0
 07/20  03:00:00,0,26,24.55816241,0.019065357,2.175,0
 07/20  04:00:00,0,26,24.55800517,0.019073494,2.533333333,0
 07/20  05:00:00,0,26,24.55800517,0.019073494,2.875,0
 07/20  06:00:00,0,26.58333333,24.80168233,0.019226895,2.825,0
 07/20  07:00:00,0,27.58333333,25.27837113,0.019585609,2.466666667,0
 07/20  08:00:00,417.3076972,28.58333333,25.78679106,0.020017067,2.125,376.2356814
 07/20  09:00:00,582.4807586,29.175,26.06709323,0.020249653,2.408333333,464.3047153
 07/20  10:00:00,594.8386772,29.53333333,26.1581721,0.02024277,3.05,401.0499492
 07/20  11:00:00,589.4276064,29.875,26.25450766,0.02025646,3.708333333,375.9532089
 07/20  12:00:00,584.7672328,30.175,26.27964269,0.020172582,4,365.7812083
 07/20  13:00:00,541.5441019,30.53333333,26.37960612,0.020208889,4,349.6331081
 07/20  14:00:00,577.2412072,30.875,26.4308411,0.020162929,4,358.4166117
 07/20  15:00:00,588.342995,30.825,26.44050671,0.02020133,4,362.6715864
 07/20  16:00:00,622.4796681,30.46666667,26.34454765,0.020197996,4,371.9794172
 07/20  17:00:00,630.1364572,30.125,26.28503411,0.0202482,4,374.4505097
 07/20  18:00:00,535.7943889,29.59166667,26.19820683,0.02031033,3.591666667,345.1181592
 07/20  19:00:00,390.1450444,28.95,25.96969453,0.020176408,2.95,292.1877942
 07/20  20:00:00,366.5596189,28.29166667,25.8194178,0.020184376,2.291666667,283.6471206
 07/20  21:00:00,270.9349582,27.825,25.70237291,0.02017315,1.825,255.6913074
 07/20  22:00:00,0,27.46666667,25.5837855,0.020123012,1.466666667,0
 07/20  23:00:00,0,27.125,25.53409597,0.020184021,1.125,0
 07/20  24:00:00,0,26.825,25.43826658,0.020161463,0.825,0
 07/21  01:00:00,0,26.46666667,25.38199769,0.020227724,0.466666667,0
 07/21  02:00:00,0,26.125,25.29153561,0.02022051,0.125,0
 07/21  03:00:00,0,25.825,25.05141676,0.01994492,0.175,0
 07/21  04:00:00,0,25.46666667,24.69889823,0.01951245,0.533333333,0
 07/21  05:00:00,0,25.125,24.36278889,0.019107668,0.875,0
 07/21  06:00:00,0,25.58333333,24.50675177,0.019147434,1.175,0
 07/21  07:00:00,0,26.58333333,25.02045616,0.019570349,1.533333333,0
 07/21  08:00:00,459.7957214,27.58333333,25.56471773,0.020062869,1.875,386.2703172
 07/21  09:00:00,613.5259231,28.75833333,25.98722667,0.020288748,2,464.4686089
 07/21  10:00:00,613.7188803,30.11666667,26.32823401,0.020305628,2,436.1341292
 07/21  11:00:00,612.8789106,31.45833333,26.66380664,0.020341638,2,396.5341139
 07/21  12:00:00,607.3354353,32.175,26.74780023,0.020195595,2,383.1286731
 07/21  13:00:00,558.9251336,32.53333333,26.81523046,0.020163892,2,363.3150233
 07/21  14:00:00,624.5097131,32.875,26.93755661,0.020238445,2,383.0675125
 07/21  15:00:00,651.5008892,32.825,26.92277186,0.020246699,2,395.9806564
 07/21  16:00:00,667.3963647,32.46666667,26.78362229,0.020172273,2,399.3001025
 07/21  17:00:00,679.3581806,32.125,26.75923303,0.020283707,2,403.1112303
 07/21  18:00:00,585.7224181,31.41666667,26.46885051,0.020068389,1.825,362.2057219
 07/21  19:00:00,447.6536936,30.41666667,25.99451402,0.019660945,1.466666667,310.9569939
 07/21  20:00:00,424.5145572,29.41666667,25.4698172,0.019184649,1.125,296.3050075
 07/21  21:00:00,320.5035706,28.70833333,25.30827809,0.019211105,1.175,263.6960863
 07/21  22:00:00,0,28.20833333,25.27025748,0.019359654,1.533333333,0
 07/21  23:00:00,0,27.70833333,25.26290478,0.019572506,1.875,0
 07/21  24:00:00,0,27.20833333,25.27403134,0.019813212,2.175,0
 07/22  01:00:00,0,26.70833333,25.2087861,0.019916167,2.533333333,0
 07/22  02:00:00,0,26.20833333,25.20565003,0.020136591,2.875,0
 07/22  03:00:00,0,26.75833333,25.00790657,0.019578677,4.341666667,0
 07/22  04:00:00,0,28.11666667,24.63392067,0.018391885,6.7,0
 07/22  05:00:00,0,29.45833333,24.29040633,0.017270827,9.041666667,0
 07/22  06:00:00,0,29.41666667,24.11846257,0.01701061,10,0
 07/22  07:00:00,0,28.41666667,24.12618261,0.017446074,10,0
 07/22  08:00:00,488.2836044,27.41666667,24.12691657,0.017870923,10,365.9996481
 07/22  09:00:00,598.5296747,27.58333333,24.39581305,0.018236766,10.175,419.325635
 07/22  10:00:00,593.83508,28.58333333,24.86813023,0.018589784,10.53333333,373.16073
 07/22  11:00:00,590.3801064,29.58333333,25.31257152,0.018898066,10.875,358.2620331
 07/22  12:00:00,596.3173906,29.825,25.52119281,0.019140512,11.75833333,356.2852289
 07/22  13:00:00,553.5049206,29.46666667,25.42134788,0.019122914,13.11666667,340.0120553
 07/22  14:00:00,595.8448767,29.125,25.26569183,0.019004324,14.45833333,347.3393578
 07/22  15:00:00,598.4821272,28.41666667,25.12281316,0.019064873,13.25,347.0451
 07/22  16:00:00,584.4358781,27.41666667,24.92411636,0.019145697,10.25,341.8936856
 07/22  17:00:00,576.1802317,26.41666667,24.67375158,0.019147563,7.25,333.9544242
 07/22  18:00:00,480.4602281,26.40833333,24.79329623,0.019337087,6,308.4109833
 07/22  19:00:00,351.8454267,27.05,25.21638773,0.019762681,6,272.9349158
 07/22  20:00:00,338.1634444,27.70833333,25.62433138,0.020163197,6,274.0054477
 07/22  21:00:00,249.1672061,28,25.699582,0.02015863,5.708333333,251.3399668
 07/22  22:00:00,0,28,25.55446595,0.019897337,5.208333333,0
 07/22  23:00:00,0,28,25.4084678,0.01963987,4.708333333,0
 07/22  24:00:00,0,28,25.26137894,0.019391122,4.208333333,0
 07/23  01:00:00,0,28,25.19988249,0.019287527,3.708333333,0
 07/23  02:00:00,0,28,25.1138911,0.019131156,3.208333333,0
 07/23  03:00:00,0,27.825,25.14534017,0.019249624,3,0
 07/23  04:00:00,0,27.46666667,25.32256572,0.019700575,3,0
