Date/Time,Cooling Load(kWh),Site Outdoor Air Drybulb Temperature [C](Hourly),Site Outdoor Air Wetbulb Temperature [C](Hourly),Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Site Wind Speed [m/s](Hourly),Chiller Electricity Energy(kWh)
 06/01  01:00:00,0,28.10833333,25.82662296,0.020344481,2.983333333,0
 06/01  02:00:00,0,27.60833333,25.49285767,0.019993442,2.725,0
 06/01  03:00:00,0,27.05,25.18116004,0.019703,2.425,0
 06/01  04:00:00,0,26.50833333,24.85607053,0.019390022,2.125,0
 06/01  05:00:00,0,26.18333333,24.59922982,0.01910369,2,0
 06/01  06:00:00,0,26.50833333,24.75252344,0.019218447,1.825,0
 06/01  07:00:00,0,27.26666667,25.11791069,0.019504357,1.466666667,0
 06/01  08:00:00,487.7807011,28.00833333,25.39014674,0.019635447,1.125,428.4059186
 06/01  09:00:00,648.7266247,30.51666667,25.94519517,0.019537287,1,453.8599844
 06/01  10:00:00,641.6614242,31.69166667,26.22285064,0.019525941,1,446.5291817
 06/01  11:00:00,635.9145864,30.99166667,26.2820484,0.019905408,1,393.0498269
 06/01  12:00:00,638.2530019,30.99166667,26.26849789,0.019885334,1,382.8231811
 06/01  13:00:00,599.7479389,31.43333333,26.25389376,0.019694099,1,364.2708892
 06/01  14:00:00,667.1984403,31.89166667,26.20950959,0.019430581,1,381.2749672
 06/01  15:00:00,672.5963708,31.98333333,26.06735057,0.019156142,1,382.2434289
 06/01  16:00:00,673.0849108,31.78333333,25.99397822,0.019122567,1,381.423155
 06/01  17:00:00,677.3813272,31.58333333,25.99358769,0.019206879,1,383.2698906
 06/01  18:00:00,577.5367844,30.975,26.02310709,0.019517002,1.408333333,350.8577506
 06/01  19:00:00,441.5931139,30.13333333,26.1797832,0.020136632,2.05,309.7572047
 06/01  20:00:00,425.1516558,29.275,26.23287171,0.020573536,2.708333333,306.3481753
 06/01  21:00:00,323.69677,28.78333333,26.17394434,0.020670524,2.708333333,274.8856126
 06/01  22:00:00,0,28.64166667,26.18790035,0.020755575,2.208333333,0
 06/01  23:00:00,0,28.48333333,26.18419484,0.020816717,1.708333333,0
 06/01  24:00:00,0,28.28333333,26.1388377,0.020822567,1.208333333,0
 06/02  01:00:00,0,28.14166667,26.14748695,0.020898309,0.708333333,0
 06/02  02:00:00,0,27.98333333,26.13839591,0.020950052,0.208333333,0
 06/02  03:00:00,0,27.66666667,26.05646317,0.020941954,0,0
 06/02  04:00:00,0,27.26666667,25.8661067,0.020781507,0,0
 06/02  05:00:00,0,26.86666667,25.69332037,0.020653584,0,0
 06/02  06:00:00,0,26.99166667,25.68985278,0.020594166,0,0
 06/02  07:00:00,0,27.55,25.81450881,0.020570876,0,0
 06/02  08:00:00,490.3263128,28.09166667,25.99120888,0.020646416,0,422.2888553
 06/02  09:00:00,647.4648453,28.88333333,26.10364919,0.02050461,0,447.7890903
 06/02  10:00:00,643.9295694,29.825,26.05635516,0.020020291,0,452.3862525
 06/02  11:00:00,639.9132803,30.78333333,26.04928604,0.019599717,0,394.3624983
 06/02  12:00:00,627.3749339,31.31666667,26.27931068,0.019775681,0.408333333,379.1368786
 06/02  13:00:00,585.7141414,31.45833333,26.57791315,0.020257226,1.05,365.4672969
 06/02  14:00:00,638.7318775,31.61666667,26.79152754,0.020595499,1.708333333,383.5458503
 06/02  15:00:00,648.1233933,31.7,26.66550747,0.020343563,1.825,386.81909
 06/02  16:00:00,671.6648986,31.7,26.21388184,0.01955619,1.466666667,387.2574597
 06/02  17:00:00,681.1744258,31.7,25.78470227,0.018818068,1.125,382.7911942
 06/02  18:00:00,565.1461917,31.23333333,25.73656293,0.018933023,0.825,342.9922381
 06/02  19:00:00,418.4458281,30.43333333,25.86808543,0.019487391,0.466666667,298.6127347
 06/02  20:00:00,399.4742231,29.63333333,25.94443279,0.019938436,0.125,293.6036417
 06/02  21:00:00,298.6065878,28.775,25.64987742,0.019799575,0,261.5335092
 06/02  22:00:00,0,27.93333333,25.15822133,0.019330587,0,0
 06/02  23:00:00,0,27.075,24.72016718,0.018964861,0,0
 06/02  24:00:00,0,26.23333333,24.25702782,0.0185644,0,0
 06/03  01:00:00,0,25.375,23.70486182,0.018043775,0,0
 06/03  02:00:00,0,24.53333333,23.15603207,0.017540236,0,0
 06/03  03:00:00,0,24.14166667,22.95908536,0.017412294,0.175,0
 06/03  04:00:00,0,24.04166667,22.91497445,0.017394538,0.533333333,0
 06/03  05:00:00,0,23.94166667,22.8174786,0.017287459,0.875,0
 06/03  06:00:00,0,24.48333333,22.88729422,0.017154301,0.825,0
 06/03  07:00:00,0,25.425,23.13984091,0.017136943,0.466666667,0
 06/03  08:00:00,458.7676861,26.38333333,23.39707147,0.01712011,0.125,347.9904828
 06/03  09:00:00,579.9504372,27.61666667,24.06612353,0.017651529,0.408333333,406.5916003
 06/03  10:00:00,598.8870897,28.95833333,25.08668133,0.018755957,1.05,380.9357444
 06/03  11:00:00,606.3436958,30.31666667,26.08015026,0.019877179,1.708333333,376.1374992
 06/03  12:00:00,612.9944247,30.84166667,26.52014306,0.020440014,2.175,377.2963281
 06/03  13:00:00,569.0339428,30.68333333,26.44285674,0.020393053,2.533333333,358.5918331
 06/03  14:00:00,622.8366978,30.54166667,26.40801822,0.020401082,2.875,371.9086592
 06/03  15:00:00,636.7287075,30.5,26.34189504,0.020315008,3.175,375.7076639
 06/03  16:00:00,654.1435322,30.5,26.27262523,0.020215203,3.533333333,381.8044236
 06/03  17:00:00,643.1562389,30.5,26.17623693,0.020054783,3.875,376.2246483
 06/03  18:00:00,542.2354044,30.20833333,26.03207277,0.019913056,3.241666667,344.1762967
 06/03  19:00:00,411.4182006,29.70833333,25.89467231,0.01986435,1.883333333,297.956175
 06/03  20:00:00,398.3446025,29.20833333,25.65587633,0.019642945,0.541666667,290.9234833
 06/03  21:00:00,299.6740317,28.59166667,25.32539933,0.019344926,0.175,258.6974211
 06/03  22:00:00,0,27.89166667,24.97025123,0.019053778,0.533333333,0
 06/03  23:00:00,0,27.19166667,24.68698177,0.018880573,0.875,0
 06/03  24:00:00,0,26.49166667,24.36446355,0.018649108,1.175,0
 06/04  01:00:00,0,25.79166667,23.97014069,0.018308837,1.533333333,0
 06/04  02:00:00,0,25.09166667,23.64168466,0.018082486,1.875,0
 06/04  03:00:00,0,24.8,23.60006916,0.018140359,2,0
 06/04  04:00:00,0,24.74166667,23.82363147,0.018520416,2,0
 06/04  05:00:00,0,24.7,24.0922215,0.018969281,2,0
 06/04  06:00:00,0,24.99166667,24.26200044,0.019120071,2,0
 06/04  07:00:00,0,25.55,24.41833756,0.019125612,2,0
 06/04  08:00:00,416.1483781,26.09166667,24.54312614,0.019091043,2,342.7149256
 06/04  09:00:00,575.1279542,27.05833333,24.9757563,0.019397696,2.175,439.8415828
 06/04  10:00:00,580.8796339,28.41666667,25.77443057,0.020177578,2.533333333,385.2749911
 06/04  11:00:00,588.7550703,29.75833333,26.49198739,0.020862923,2.875,379.3485056
 06/04  12:00:00,588.67306,29.6,26.44727554,0.020850698,2.591666667,370.7732475
 06/04  13:00:00,527.9060528,28.4,25.83282143,0.02028492,1.95,340.1300581
 06/04  14:00:00,559.2846647,27.2,25.20544671,0.019735272,1.291666667,339.9884639
 06/04  15:00:00,554.0776664,26.81666667,25.07175754,0.019681406,1,336.6783564
 06/04  16:00:00,562.5436214,27.075,25.32049697,0.020004216,1,340.8240478
 06/04  17:00:00,562.7120933,27.31666667,25.55326717,0.02030755,1,344.0662328
 06/04  18:00:00,472.5767544,27.4,25.63360308,0.020410039,0.825,316.4231167
 06/04  19:00:00,350.7931919,27.45833333,25.77207916,0.020611729,0.466666667,278.8409294
 06/04  20:00:00,339.2884364,27.5,25.87119937,0.020743743,0.125,277.5358958
 06/04  21:00:00,248.8711068,27.325,25.78333618,0.020656954,0.175,252.4339823
 06/04  22:00:00,0,27.08333333,25.68732887,0.020594238,0.533333333,0
 06/04  23:00:00,0,26.825,25.65193176,0.020656345,0.875,0
 06/04  24:00:00,0,26.525,25.54968946,0.020617819,1.175,0
 06/05  01:00:00,0,26.28333333,25.44586261,0.020543152,1.533333333,0
 06/05  02:00:00,0,26.025,25.32355534,0.020445019,1.875,0
 06/05  03:00:00,0,25.78333333,25.1398452,0.02023699,1.591666667,0
 06/05  04:00:00,0,25.58333333,24.94253062,0.019990706,0.95,0
 06/05  05:00:00,0,25.38333333,24.82040765,0.019872058,0.291666667,0
 06/05  06:00:00,0,25.59166667,24.92888946,0.019952174,0,0
 06/05  07:00:00,0,26.03333333,25.17836506,0.020174192,0,0
 06/05  08:00:00,411.1960178,26.49166667,25.49505443,0.02050443,0,375.61828
 06/05  09:00:00,552.8755956,27.51666667,25.78968676,0.020564185,0.408333333,459.1640078
 06/05  10:00:00,580.5967911,28.85833333,26.16716589,0.020649679,1.05,400.0177464
 06/05  11:00:00,593.1558892,30.21666667,26.57695695,0.020795023,1.708333333,385.4000411
 06/05  12:00:00,586.3336703,30.625,26.74383206,0.020932914,2.175,376.131385
 06/05  13:00:00,545.4557483,30.26666667,26.73201427,0.02107446,2.533333333,357.6444467
 06/05  14:00:00,608.8722206,29.925,26.72723748,0.021225541,2.875,376.0460258
 06/05  15:00:00,620.9612081,29.74166667,26.68447665,0.021236713,3,380.3804772
 06/05  16:00:00,620.1419708,29.64166667,26.50030834,0.020949752,3,375.5760925
 06/05  17:00:00,612.9482289,29.54166667,26.34159012,0.020723424,3,371.2731936
 06/05  18:00:00,519.4047803,29.325,26.31767938,0.020769796,2.591666667,342.8080714
 06/05  19:00:00,396.9267547,28.96666667,26.28304071,0.020852137,1.95,298.7245389
 06/05  20:00:00,386.5105167,28.625,26.34200246,0.021089383,1.291666667,296.5547603
 06/05  21:00:00,289.5056069,28.325,26.32245359,0.021173573,0.883333333,267.4047546
 06/05  22:00:00,0,27.96666667,26.20421102,0.021117907,0.741666667,0
 06/05  23:00:00,0,27.625,26.07395157,0.021035093,0.583333333,0
 06/05  24:00:00,0,27.325,25.92209815,0.020897986,0.383333333,0
 06/06  01:00:00,0,26.96666667,25.79032549,0.020822218,0.241666667,0
 06/06  02:00:00,0,26.625,25.64779152,0.020734761,0.083333333,0
 06/06  03:00:00,0,26.26666667,25.35209992,0.020390723,0.408333333,0
 06/06  04:00:00,0,25.86666667,25.03636027,0.020027215,1.05,0
 06/06  05:00:00,0,25.46666667,24.69768073,0.019633099,1.708333333,0
 06/06  06:00:00,0,25.24166667,24.47644822,0.019352074,1.591666667,0
 06/06  07:00:00,0,25.08333333,24.32078128,0.019156752,0.95,0
 06/06  08:00:00,0,24.94166667,24.18153808,0.01897929,0.291666667,0
 06/06  09:00:00,0,24.84166667,24.08325759,0.01885488,0.408333333,0
 06/06  10:00:00,0,24.74166667,24.05938958,0.018858969,1.05,0
 06/06  11:00:00,0,24.64166667,24.08787944,0.018947432,1.708333333,0
 06/06  12:00:00,0,24.89166667,24.31356794,0.019206886,1.591666667,0
 06/06  13:00:00,0,25.45,24.65951228,0.019547921,0.95,0
 06/06  14:00:00,0,25.99166667,25.00518183,0.019900744,0.291666667,0
 06/06  15:00:00,0,26.31666667,25.18973355,0.020072263,0.408333333,0
 06/06  16:00:00,0,26.45833333,25.19298516,0.020029651,1.05,0
 06/06  17:00:00,0,26.61666667,25.21088225,0.020001195,1.708333333,0
 06/06  18:00:00,0,26.175,24.96127595,0.019745918,2,0
 06/06  19:00:00,0,25.33333333,24.53382378,0.019367075,2,0
 06/06  20:00:00,0,24.475,24.06953583,0.018947068,2,0
 06/06  21:00:00,0,24.1,23.78147445,0.018640538,1.825,0
 06/06  22:00:00,0,24.04166667,23.67186699,0.018499551,1.466666667,0
 06/06  23:00:00,0,24,23.55799159,0.018348633,1.125,0
 06/06  24:00:00,0,24,23.50608112,0.018274824,0.825,0
 06/07  01:00:00,0,23.94166667,23.4483814,0.018209038,0.466666667,0
 06/07  02:00:00,0,23.9,23.40708367,0.018173005,0.125,0
 06/07  03:00:00,0,23.95833333,23.46472847,0.018246526,0.408333333,0
 06/07  04:00:00,0,24.05833333,23.49066926,0.018244772,1.05,0
 06/07  05:00:00,0,24.15833333,23.53713991,0.018275425,1.708333333,0
 06/07  06:00:00,0,24.31666667,23.76683189,0.018571922,1.825,0
 06/07  07:00:00,0,24.575,24.00096135,0.018824579,1.466666667,0
 06/07  08:00:00,0,24.81666667,24.26101002,0.019133415,1.125,0
 06/07  09:00:00,0,24.95833333,24.4540644,0.019387325,1.175,0
 06/07  10:00:00,0,25.11666667,24.6851753,0.01968811,1.533333333,0
 06/07  11:00:00,0,25.25833333,24.95298386,0.020063689,1.875,0
 06/07  12:00:00,0,25.475,24.92171291,0.019919029,2.175,0
 06/07  13:00:00,0,25.71666667,24.71426826,0.019483585,2.533333333,0
 06/07  14:00:00,0,25.975,24.56621011,0.019138072,2.875,0
 06/07  15:00:00,0,25.98333333,24.48476803,0.019001006,3,0
 06/07  16:00:00,0,25.84166667,24.40350698,0.018940278,3,0
 06/07  17:00:00,0,25.68333333,24.2498485,0.018766144,3,0
 06/07  18:00:00,0,25.425,24.15430549,0.018709781,3,0
 06/07  19:00:00,0,25.06666667,24.14272036,0.018835285,3,0
 06/07  20:00:00,0,24.725,24.04321091,0.018809055,3,0
 06/07  21:00:00,0,24.54166667,23.91560446,0.018674405,3,0
 06/07  22:00:00,0,24.44166667,23.74309651,0.018442422,3,0
 06/07  23:00:00,0,24.28333333,23.53447219,0.018180229,3,0
 06/07  24:00:00,0,24.14166667,23.32140357,0.017906937,3,0
 06/08  01:00:00,0,24.04166667,23.09662454,0.017600801,3,0
 06/08  02:00:00,0,23.94166667,22.94591882,0.01741124,3,0
 06/08  03:00:00,0,23.9,22.83111816,0.017253285,3.408333333,0
 06/08  04:00:00,0,23.84166667,22.72126408,0.017110713,4.05,0
 06/08  05:00:00,0,23.8,22.60639269,0.016954302,4.708333333,0
 06/08  06:00:00,0,23.85833333,22.60996994,0.016934996,4.416666667,0
 06/08  07:00:00,0,24.01666667,22.68905503,0.016977248,3.416666667,0
 06/08  08:00:00,276.3615142,24.15833333,22.77290832,0.017037115,2.416666667,263.5658879
 06/08  09:00:00,479.9707294,24.375,22.90684951,0.017149636,2.408333333,346.8258306
 06/08  10:00:00,501.4915539,24.675,23.06548973,0.017265896,3.05,319.9571958
 06/08  11:00:00,505.8886269,24.975,23.29980125,0.017490375,3.708333333,306.3005847
 06/08  12:00:00,517.4180047,25.33333333,23.48758644,0.017634232,4.758333333,306.0907792
 06/08  13:00:00,476.5035664,25.73333333,23.59746488,0.017644852,6.116666667,291.3211847
 06/08  14:00:00,534.0806792,26.13333333,23.69929341,0.017646851,7.458333333,310.6055681
 06/08  15:00:00,544.5229414,26.00833333,23.54571666,0.0174662,7.241666667,310.6190956
 06/08  16:00:00,536.2725167,25.50833333,23.2102856,0.017165893,5.883333333,301.7723983
 06/08  17:00:00,524.3969692,25.00833333,22.94997597,0.016983968,4.541666667,292.6233619
 06/08  18:00:00,431.4923689,24.68333333,22.75205137,0.016808791,4.175,263.8802717
 06/08  19:00:00,312.27274,24.54166667,22.61670698,0.016656037,4.533333333,232.2938918
 06/08  20:00:00,304.9908886,24.38333333,22.46518846,0.016494824,4.875,229.761969
 06/08  21:00:00,225.0076783,24.24166667,22.32962754,0.016351647,4.708333333,212.7748424
 06/08  22:00:00,0,24.2,22.2897583,0.016309747,4.208333333,0
 06/08  23:00:00,0,24.14166667,22.23394093,0.016251304,3.708333333,0
 06/08  24:00:00,0,24.04166667,22.21486121,0.016265164,3.208333333,0
 06/09  01:00:00,0,24,22.22953193,0.016304578,2.708333333,0
 06/09  02:00:00,0,23.94166667,22.17353679,0.016246064,2.208333333,0
 06/09  03:00:00,0,23.9,22.13324039,0.016214004,2,0
 06/09  04:00:00,0,23.9,22.05674033,0.016108037,2,0
 06/09  05:00:00,0,23.9,22.00215664,0.016027432,2,0
 06/09  06:00:00,0,24.075,21.93756312,0.015858517,2.408333333,0
 06/09  07:00:00,0,24.31666667,21.76344828,0.015501731,3.05,0
 06/09  08:00:00,346.7153569,24.575,21.59420415,0.015137151,3.708333333,279.6530369
 06/09  09:00:00,493.6192867,24.99166667,21.64217764,0.015024261,4.175,316.6711972
 06/09  10:00:00,521.8341081,25.55,21.78323125,0.014994184,4.533333333,304.3442419
 06/09  11:00:00,539.7304978,26.09166667,21.91937596,0.01496514,4.875,299.2585283
 06/09  12:00:00,545.305385,26.65,22.02865445,0.014900608,5.175,297.9655589
 06/09  13:00:00,500.2451667,27.25,22.18545785,0.014886899,5.533333333,282.7881417
 06/09  14:00:00,552.7132439,27.85,22.39284084,0.014953028,5.875,297.7698083
 06/09  15:00:00,562.3967175,27.80833333,22.40991281,0.015003293,5.825,300.4650831
 06/09  16:00:00,559.6453083,27.36666667,22.24806379,0.014948025,5.466666667,298.4996922
 06/09  17:00:00,567.5667461,26.90833333,21.99810853,0.014781617,5.125,298.3791711
 06/09  18:00:00,469.8735114,26.40833333,21.79631184,0.014703185,4.825,266.9971405
 06/09  19:00:00,339.5964914,25.96666667,21.61504947,0.014625308,4.466666667,231.5927189
 06/09  20:00:00,327.640935,25.50833333,21.43570153,0.01456863,4.125,226.9584343
 06/09  21:00:00,241.8683123,25.24166667,21.48593343,0.014750354,3.883333333,210.5183649
 06/09  22:00:00,0,25.2,21.73655696,0.015124404,3.741666667,0
 06/09  23:00:00,0,25.14166667,21.96741898,0.015487027,3.583333333,0
 06/09  24:00:00,0,25.1,22.210136,0.015863856,3.383333333,0
 06/10  01:00:00,0,25.04166667,22.51428984,0.016333494,3.241666667,0
 06/10  02:00:00,0,25,22.80610423,0.016785817,3.083333333,0
 06/10  03:00:00,0,24.88333333,22.80795644,0.016837894,2.825,0
 06/10  04:00:00,0,24.68333333,22.53833277,0.016524131,2.466666667,0
 06/10  05:00:00,0,24.48333333,22.29168637,0.016245604,2.125,0
 06/10  06:00:00,0,24.86666667,22.33634618,0.016150489,2.175,0
 06/10  07:00:00,0,25.60833333,22.47110502,0.016039413,2.533333333,0
 06/10  08:00:00,394.3011658,26.36666667,22.58918385,0.015886932,2.875,307.9412322
 06/10  09:00:00,527.1970939,26.99166667,22.73281298,0.015833156,3.175,359.9034644
 06/10  10:00:00,556.1136269,27.55,22.92649248,0.015892631,3.533333333,335.7162028
 06/10  11:00:00,573.6732544,28.09166667,23.09339463,0.015920027,3.875,323.1656742
 06/10  12:00:00,572.9989164,28.475,23.20427117,0.015929299,4,317.1742728
 06/10  13:00:00,522.3580133,28.775,23.40070995,0.016118596,4,302.4394317
 06/10  14:00:00,584.0168789,29.075,23.56805876,0.016261388,4,318.2208711
 06/10  15:00:00,605.2339978,29.08333333,23.50557929,0.01616003,4.408333333,324.7967631
 06/10  16:00:00,619.10077,28.88333333,23.42566805,0.01613047,5.05,328.3225317
 06/10  17:00:00,623.7710036,28.68333333,23.31740697,0.016054135,5.708333333,328.0521511
 06/10  18:00:00,522.197825,28.13333333,23.20727087,0.016115205,5.591666667,299.1647189
 06/10  19:00:00,381.5484897,27.275,23.15305815,0.016382741,4.95,257.3939312
 06/10  20:00:00,363.4433328,26.43333333,23.12869959,0.016692942,4.291666667,251.7453297
 06/10  21:00:00,269.5110017,25.98333333,23.09585873,0.016832502,3.883333333,228.8623353
 06/10  22:00:00,0,25.78333333,23.04999116,0.016846374,3.741666667,0
 06/10  23:00:00,0,25.58333333,23.00206978,0.016857213,3.583333333,0
 06/10  24:00:00,0,25.44166667,22.92647867,0.016801091,3.383333333,0
 06/11  01:00:00,0,25.28333333,22.93771739,0.016885306,3.241666667,0
 06/11  02:00:00,0,25.08333333,22.94150846,0.016975737,3.083333333,0
 06/11  03:00:00,0,25.05833333,22.81549941,0.016793528,2.825,0
 06/11  04:00:00,0,25.15833333,22.63566092,0.016477805,2.466666667,0
 06/11  05:00:00,0,25.25833333,22.45162248,0.016157938,2.125,0
 06/11  06:00:00,0,25.41666667,22.48338761,0.016128461,2.175,0
 06/11  07:00:00,0,25.61666667,22.67069563,0.01631926,2.533333333,0
 06/11  08:00:00,444.025645,25.81666667,22.85766532,0.016519097,2.875,327.1057244
 06/11  09:00:00,560.8924464,26.425,23.17145035,0.016744366,3,375.7316653
 06/11  10:00:00,579.9410572,27.26666667,23.59231992,0.017044841,3,351.5048358
 06/11  11:00:00,589.3231214,28.125,24.07388787,0.01744675,3,340.5447414
 06/11  12:00:00,590.7064847,28.96666667,24.23991098,0.017368583,3.583333333,335.9091647
 06/11  13:00:00,555.4312731,29.76666667,24.32009319,0.017168193,4.583333333,322.5655147
 06/11  14:00:00,612.1847283,30.56666667,24.4023515,0.016975075,5.583333333,337.4845256
 06/11  15:00:00,620.1876458,30.55,24.50506761,0.017157894,5.591666667,340.2041181
 06/11  16:00:00,622.3199375,30.00833333,24.61773496,0.017583285,4.95,343.0057164
 06/11  17:00:00,618.9609125,29.45,24.80963393,0.018145277,4.291666667,345.46235
 06/11  18:00:00,521.1726647,28.73333333,24.77128826,0.018385707,3.825,320.6411781
 06/11  19:00:00,392.1486325,27.99166667,24.55019024,0.01832393,3.466666667,275.8599626
 06/11  20:00:00,376.2116517,27.23333333,24.45975917,0.018489201,3.125,270.6716405
 06/11  21:00:00,279.5975906,26.78333333,24.41942171,0.018614444,3,244.9266137
 06/11  22:00:00,0,26.64166667,24.34383926,0.018551372,3,0
 06/11  23:00:00,0,26.48333333,24.27512838,0.018506876,3,0
 06/11  24:00:00,0,26.34166667,24.27967654,0.018574467,3,0
 06/12  01:00:00,0,26.18333333,24.26657447,0.018620484,3,0
 06/12  02:00:00,0,26.04166667,24.18799475,0.018553294,3,0
 06/12  03:00:00,0,25.94166667,24.17164016,0.018569309,2.591666667,0
 06/12  04:00:00,0,25.9,24.18835936,0.018614083,1.95,0
 06/12  05:00:00,0,25.84166667,24.21126637,0.018675994,1.291666667,0
 06/12  06:00:00,0,25.85833333,24.20475281,0.018658351,1.175,0
 06/12  07:00:00,0,26.01666667,24.30104729,0.018735774,1.533333333,0
 06/12  08:00:00,443.1870683,26.15833333,24.3580387,0.018748176,1.875,355.6635147
 06/12  09:00:00,564.0414475,26.9,24.51680938,0.018683969,1.591666667,405.6000403
 06/12  10:00:00,580.6092908,28.1,24.85327236,0.018728834,0.95,367.9261853
 06/12  11:00:00,593.3754006,29.3,25.18713582,0.018776605,0.291666667,358.6255433
 06/12  12:00:00,584.3114011,29.74166667,25.16128598,0.018545542,0.175,347.5806392
 06/12  13:00:00,538.7402592,29.7,25.05448879,0.018396347,0.533333333,329.5883547
 06/12  14:00:00,587.2308522,29.64166667,25.00116273,0.018340748,0.875,339.7685628
 06/12  15:00:00,608.5152736,29.48333333,24.9528371,0.01832734,0.825,345.2611656
 06/12  16:00:00,612.1598667,29.225,24.97318328,0.018470891,0.466666667,346.2714547
 06/12  17:00:00,607.2997986,28.98333333,25.06886652,0.018745731,0.125,347.7806256
 06/12  18:00:00,512.5285214,28.725,25.05238707,0.018824379,0,321.6801647
 06/12  19:00:00,388.0645783,28.48333333,24.98327701,0.018802744,0,279.5180939
 06/12  20:00:00,379.5637339,28.225,24.89617014,0.018755306,0,276.4754144
 06/12  21:00:00,284.6813086,27.925,24.85443642,0.018804789,0.116666667,250.0636653
 06/12  22:00:00,0,27.625,24.95359873,0.019097455,0.258333333,0
 06/12  23:00:00,0,27.325,25.01895962,0.019334265,0.416666667,0
 06/12  24:00:00,0,27.025,25.09843078,0.019583097,0.616666667,0
 06/13  01:00:00,0,26.725,25.14553869,0.019781361,0.758333333,0
 06/13  02:00:00,0,26.425,25.20596339,0.020011189,0.916666667,0
 06/13  03:00:00,0,26.18333333,25.13806642,0.019999962,0.825,0
 06/13  04:00:00,0,26.04166667,24.99948608,0.019827778,0.466666667,0
 06/13  05:00:00,0,25.88333333,24.84460068,0.019637098,0.125,0
 06/13  06:00:00,0,26.15,24.94917005,0.019697741,0,0
 06/13  07:00:00,0,26.69166667,25.2049419,0.019883449,0,0
 06/13  08:00:00,0,27.25,25.46750663,0.020081578,0,0
 06/13  09:00:00,0,27.5,25.59114145,0.020185837,0.291666667,0
 06/13  10:00:00,0,27.5,25.50843791,0.020044512,0.791666667,0
 06/13  11:00:00,0,27.5,25.44925248,0.019943591,1.291666667,0
 06/13  12:00:00,0,27.5,25.44925248,0.019943591,1.791666667,0
 06/13  13:00:00,0,27.5,25.44925248,0.019943591,2.291666667,0
 06/13  14:00:00,0,27.5,25.44925248,0.019943591,2.791666667,0
 06/13  15:00:00,0,27.09166667,25.22165457,0.019732597,2.416666667,0
 06/13  16:00:00,0,26.45,24.87982246,0.019433648,1.416666667,0
 06/13  17:00:00,0,25.79166667,24.58873069,0.019233038,0.416666667,0
 06/13  18:00:00,0,25.55833333,24.60356997,0.019356757,0,0
 06/13  19:00:00,0,25.65833333,24.75638411,0.019554141,0,0
 06/13  20:00:00,0,25.75833333,24.85458308,0.019665711,0,0
 06/13  21:00:00,0,25.74166667,24.91468114,0.019772717,0.116666667,0
 06/13  22:00:00,0,25.7,24.92823971,0.019813071,0.258333333,0
 06/13  23:00:00,0,25.64166667,24.8708517,0.019742495,0.416666667,0
 06/13  24:00:00,0,25.6,24.8298603,0.019692176,0.616666667,0
 06/14  01:00:00,0,25.54166667,24.77247564,0.019621991,0.758333333,0
 06/14  02:00:00,0,25.5,24.73160471,0.019560254,0.916666667,0
 06/14  03:00:00,0,25.44166667,24.74975147,0.019618521,0.825,0
 06/14  04:00:00,0,25.4,24.83766035,0.019790478,0.466666667,0
 06/14  05:00:00,0,25.34166667,24.90822262,0.019932637,0.125,0
 06/14  06:00:00,0,25.475,25.01897895,0.020048526,0,0
 06/14  07:00:00,0,25.71666667,25.1290796,0.020121116,0,0
 06/14  08:00:00,0,25.975,25.25364892,0.020208294,0,0
 06/14  09:00:00,0,26.8,25.45641562,0.020190651,0.175,0
 06/14  10:00:00,0,28.05833333,25.68041427,0.020036016,0.533333333,0
 06/14  11:00:00,0,29.3,25.88628659,0.019860778,0.875,0
 06/14  12:00:00,0,29.68333333,26.03652391,0.019970493,1,0
 06/14  13:00:00,0,29.54166667,26.30771838,0.020514998,1,0
 06/14  14:00:00,0,29.38333333,26.52954691,0.020988025,1,0
 06/14  15:00:00,0,29.475,26.65357117,0.021193064,1.408333333,0
 06/14  16:00:00,0,29.775,26.78299751,0.021306692,2.05,0
 06/14  17:00:00,0,30.075,26.9094477,0.021420278,2.708333333,0
 06/14  18:00:00,0,29.85,26.72424551,0.021179147,2.416666667,0
 06/14  19:00:00,0,29.30833333,26.36906256,0.020767849,1.416666667,0
 06/14  20:00:00,0,28.75,25.99352217,0.020347577,0.416666667,0
 06/14  21:00:00,0,28.26666667,25.68484222,0.020019626,0,0
 06/14  22:00:00,0,27.86666667,25.53598649,0.019935106,0,0
 06/14  23:00:00,0,27.40833333,25.38472477,0.019873111,0,0
 06/14  24:00:00,0,26.96666667,25.24101789,0.019818158,0,0
 06/15  01:00:00,0,26.56666667,25.12949303,0.019800948,0,0
 06/15  02:00:00,0,26.16666667,25.01046807,0.019772028,0,0
 06/15  03:00:00,0,25.94166667,24.9019358,0.019686873,0,0
 06/15  04:00:00,0,25.84166667,24.80411552,0.019566992,0,0
 06/15  05:00:00,0,25.74166667,24.70630083,0.019447773,0,0
 06/15  06:00:00,0,26.10833333,24.90881773,0.019627715,0,0
 06/15  07:00:00,0,26.86666667,25.37457623,0.020087563,0,0
 06/15  08:00:00,444.2272692,27.60833333,25.81298468,0.020508999,0,413.7296031
 06/15  09:00:00,603.3737919,28.30833333,25.9437365,0.020427043,0.583333333,451.4141378
 06/15  10:00:00,607.3952803,29.06666667,25.91141853,0.020060212,1.583333333,440.5372869
 06/15  11:00:00,605.04695,29.80833333,25.91060888,0.019751856,2.583333333,383.9014764
