Date/Time,Cooling Load(kWh£©,Site Outdoor Air Drybulb Temperature [C](Hourly),Site Outdoor Air Wetbulb Temperature [C](Hourly),Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Site Wind Speed [m/s](Hourly),Chiller Electricity Energy(kWh£©
 01/01  01:00:00,0,14.175,13.26707535,0.009107335,0.891666667,0
 01/01  02:00:00,0,13.33333333,12.654118,0.008823493,0.658333333,0
 01/01  03:00:00,0,12.825,12.27344341,0.008648136,0.758333333,0
 01/01  04:00:00,0,12.46666667,11.92120619,0.008449467,0.858333333,0
 01/01  05:00:00,0,12.125,11.58538748,0.008262529,0.958333333,0
 01/01  06:00:00,0,12.40833333,11.86392566,0.008415733,1.175,0
 01/01  07:00:00,0,13.05,12.49453187,0.008778634,1.533333333,0
 01/01  08:00:00,20.99917423,13.70833333,13.14155524,0.009164304,1.875,176.3097866
 01/01  09:00:00,232.3904779,15.34166667,13.96603852,0.009351864,2.583333333,186.6809505
 01/01  10:00:00,315.9566194,17.7,14.82221586,0.009302851,3.583333333,186.6809505
 01/01  11:00:00,354.2605133,20.04166667,15.66919513,0.009279258,4.583333333,188.7923324
 01/01  12:00:00,372.3948425,21.40833333,16.20276203,0.009329854,4.591666667,195.6231943
 01/01  13:00:00,337.4088456,22.05,16.46738912,0.009383196,3.95,192.4605748
 01/01  14:00:00,398.3704231,22.70833333,16.64477373,0.00933035,3.291666667,205.3520022
 01/01  15:00:00,419.8692453,22.59166667,16.61973725,0.009354125,3.175,208.1503346
 01/01  16:00:00,431.0968272,21.95,16.42709779,0.00939412,3.533333333,207.1932363
 01/01  17:00:00,423.3563889,21.29166667,16.14417844,0.009338195,3.875,202.1470871
 01/01  18:00:00,311.9411414,20.41666667,15.81454463,0.009315316,3.591666667,187.3773381
 01/01  19:00:00,208.6795958,19.41666667,15.45194398,0.009313617,2.95,186.6809505
 01/01  20:00:00,198.9580613,18.41666667,15.11925802,0.009348844,2.291666667,186.6809505
 01/01  21:00:00,152.4536212,17.53333333,14.7648551,0.009318489,1.883333333,186.6809505
 01/01  22:00:00,0,16.675,14.43743728,0.009316241,1.741666667,0
 01/01  23:00:00,0,15.83333333,14.12206884,0.009324296,1.583333333,0
 01/01  24:00:00,0,15.03333333,13.83115427,0.009344725,1.383333333,0
 01/02  01:00:00,0,14.175,13.49349653,0.009343513,1.241666667,0
 01/02  02:00:00,0,13.33333333,13.1387443,0.009321622,1.083333333,0
 01/02  03:00:00,0,13,12.99999839,0.00931588,1.175,0
 01/02  04:00:00,0,13,12.99999839,0.00931588,1.533333333,0
 01/02  05:00:00,0,13,12.99999839,0.00931588,1.875,0
 01/02  06:00:00,0,13,12.99999839,0.00931588,2,0
 01/02  07:00:00,0,13,12.99999531,0.00931045,2,0
 01/02  08:00:00,18.3529001,13,12.99999902,0.009306574,2,179.7668412
 01/02  09:00:00,219.3721922,14.575,14.05974392,0.009773616,1.825,186.6809505
 01/02  10:00:00,286.7514653,17.21666667,15.8885987,0.010706122,1.466666667,186.6809505
 01/02  11:00:00,335.9372664,19.875,17.66821513,0.011710544,1.125,198.0352647
 01/02  12:00:00,363.3337014,21.58333333,18.3089726,0.011796285,1.583333333,211.3507602
 01/02  13:00:00,331.2020739,22.58333333,18.21248175,0.011271669,2.583333333,206.3687568
 01/02  14:00:00,386.1033914,23.58333333,18.16706071,0.010812019,3.583333333,218.5249655
 01/02  15:00:00,402.1492331,23.59166667,18.06439014,0.01068607,3.825,220.0852319
 01/02  16:00:00,402.4346775,22.95,17.86336922,0.010703612,3.466666667,216.6936841
 01/02  17:00:00,393.8964806,22.29166667,17.57177486,0.010619171,3.125,210.7782022
 01/02  18:00:00,295.1753956,21.24166667,17.22906883,0.010639543,2.591666667,189.2850814
 01/02  19:00:00,200.3679982,19.88333333,16.77040836,0.010648721,1.95,186.8694452
 01/02  20:00:00,193.0895465,18.54166667,16.31641795,0.010667363,1.291666667,186.6809505
 01/02  21:00:00,143.3353949,17.59166667,15.88480159,0.010562879,1,186.6809505
 01/02  22:00:00,0,16.95,15.42800809,0.010309547,1,0
 01/02  23:00:00,0,16.29166667,14.96573157,0.010065601,1,0
 01/02  24:00:00,0,15.59166667,14.4988094,0.009842479,1,0
 01/03  01:00:00,0,14.95,14.02058536,0.0095858,1,0
 01/03  02:00:00,0,14.29166667,13.59229892,0.009399175,1,0
 01/03  03:00:00,0,13.825,13.367384,0.009356055,1.175,0
 01/03  04:00:00,0,13.46666667,13.20201499,0.009337539,1.533333333,0
 01/03  05:00:00,0,13.125,13.04808765,0.009323193,1.875,0
 01/03  06:00:00,0,13.175,13.17499356,0.009428752,1.591666667,0
 01/03  07:00:00,0,13.53333333,13.53332725,0.009651336,0.95,0
 01/03  08:00:00,0,13.875,13.87499611,0.009871615,0.291666667,0
 01/03  09:00:00,0,15.575,14.86481668,0.010237521,0,0
 01/03  10:00:00,0,18.21666667,16.24596342,0.010700018,0,0
 01/03  11:00:00,0,20.875,17.58066362,0.011184379,0,0
 01/03  12:00:00,0,22.175,18.19585233,0.01140778,0.583333333,0
 01/03  13:00:00,0,22.53333333,18.29916086,0.011393447,1.583333333,0
 01/03  14:00:00,0,22.875,18.40520171,0.011392356,2.583333333,0
 01/03  15:00:00,0,22.825,18.38360735,0.011391487,2.591666667,0
 01/03  16:00:00,0,22.46666667,18.28339187,0.011422329,1.95,0
 01/03  17:00:00,0,22.125,18.17030954,0.011428352,1.291666667,0
 01/03  18:00:00,0,21.24166667,17.81147916,0.011343219,1.175,0
 01/03  19:00:00,0,19.88333333,17.33407576,0.011319453,1.533333333,0
 01/03  20:00:00,0,18.54166667,16.8917605,0.011339278,1.875,0
 01/03  21:00:00,0,17.70833333,16.48496693,0.01119977,1.883333333,0
 01/03  22:00:00,0,17.20833333,16.10953673,0.010970038,1.741666667,0
 01/03  23:00:00,0,16.70833333,15.73064869,0.010742389,1.583333333,0
 01/03  24:00:00,0,16.20833333,15.34852076,0.010510789,1.383333333,0
 01/04  01:00:00,0,15.70833333,14.962933,0.010283395,1.241666667,0
 01/04  02:00:00,0,15.20833333,14.57385583,0.010062736,1.083333333,0
 01/04  03:00:00,0,14.825,14.35364149,0.009981916,1,0
 01/04  04:00:00,0,14.46666667,14.19412964,0.009952375,1,0
 01/04  05:00:00,0,14.125,14.0458126,0.009930545,1,0
 01/04  06:00:00,0,14,13.99999388,0.009933337,1.175,0
 01/04  07:00:00,0,14,13.99999442,0.009927553,1.533333333,0
 01/04  08:00:00,0,14,13.99999445,0.009917651,1.875,0
 01/04  09:00:00,0,15.16666667,14.7031277,0.010192484,1.591666667,0
 01/04  10:00:00,0,17.16666667,15.82325576,0.010614505,0.95,0
 01/04  11:00:00,0,19.16666667,16.95608544,0.011104538,0.291666667,0
 01/04  12:00:00,0,20.40833333,17.53119719,0.011277706,0.408333333,0
 01/04  13:00:00,0,21.05,17.76264115,0.011300914,1.05,0
 01/04  14:00:00,0,21.70833333,18.02271979,0.011360532,1.708333333,0
 01/04  15:00:00,0,21.59166667,17.36192476,0.010600932,2.408333333,0
 01/04  16:00:00,0,20.95,16.20036479,0.009489049,3.05,0
 01/04  17:00:00,0,20.29166667,15.09097075,0.008507965,3.708333333,0
 01/04  18:00:00,0,18.83333333,13.85302584,0.007766122,3.825,0
 01/04  19:00:00,0,16.83333333,12.57183879,0.007257712,3.466666667,0
 01/04  20:00:00,0,14.83333333,11.27227388,0.006791035,3.125,0
 01/04  21:00:00,0,13.70833333,10.33079881,0.006356114,3.583333333,0
 01/04  22:00:00,0,13.20833333,9.619495714,0.005906918,4.583333333,0
 01/04  23:00:00,0,12.70833333,8.933443976,0.005491363,5.583333333,0
 01/04  24:00:00,0,12.20833333,8.296673463,0.005134158,6.583333333,0
 01/05  01:00:00,0,11.70833333,7.665394377,0.004796144,7.583333333,0
 01/05  02:00:00,0,11.20833333,7.040381366,0.004474366,8.583333333,0
 01/05  03:00:00,0,10.59166667,6.659681936,0.004410104,8.416666667,0
 01/05  04:00:00,0,9.95,6.482483046,0.004525896,7.416666667,0
 01/05  05:00:00,0,9.291666667,6.266452044,0.00461778,6.416666667,0
 01/05  06:00:00,0,9.408333333,6.415061688,0.004691491,5.591666667,0
 01/05  07:00:00,0,10.05,6.801169798,0.004747327,4.95,0
 01/05  08:00:00,6.514308131,10.70833333,7.190824133,0.004803272,4.291666667,0
 01/05  09:00:00,190.5678222,11.40833333,7.606153261,0.004864167,3.591666667,93.34047525
 01/05  10:00:00,236.8218014,12.05,7.958962536,0.004900612,2.95,186.6809505
 01/05  11:00:00,256.7015558,12.70833333,8.313153825,0.004937571,2.291666667,186.6809505
 01/05  12:00:00,276.0842971,13.58333333,8.898874005,0.005097869,1.591666667,186.6809505
 01/05  13:00:00,243.8544105,14.58333333,9.623069681,0.005345001,0.95,186.6809505
 01/05  14:00:00,297.7399136,15.58333333,10.33596786,0.005602553,0.291666667,186.6809505
 01/05  15:00:00,307.428675,16,10.90924431,0.00597661,0.175,186.6809505
 01/05  16:00:00,299.4448489,16,11.38238819,0.006429488,0.533333333,186.6809505
 01/05  17:00:00,293.87003,16,11.84806117,0.006883019,0.875,186.6809505
 01/05  18:00:00,219.3751648,15.825,12.08519577,0.007188634,1,186.6809505
 01/05  19:00:00,167.5903766,15.46666667,12.10216981,0.007352803,1,186.6809505
 01/05  20:00:00,151.6683899,15.125,12.12263082,0.007513698,1,186.6809505
 01/05  21:00:00,73.81215861,15,12.20651883,0.007648667,1,186.6809505
 01/05  22:00:00,0,15,12.25107732,0.007693116,1,0
 01/05  23:00:00,0,15,12.3133104,0.007755358,1,0
 01/05  24:00:00,0,15,12.41971188,0.007862086,1,0
 01/06  01:00:00,0,15,12.52572377,0.00796885,1,0
 01/06  02:00:00,0,15,12.63135254,0.00807565,1,0
 01/06  03:00:00,0,14.825,12.57368141,0.00808947,1.175,0
 01/06  04:00:00,0,14.46666667,12.46272614,0.008125231,1.533333333,0
 01/06  05:00:00,0,14.125,12.32782643,0.008130592,1.875,0
 01/06  06:00:00,0,14,12.13458348,0.007989036,2.175,0
 01/06  07:00:00,0,14,11.93335213,0.007784399,2.533333333,0
 01/06  08:00:00,17.14263351,14,11.79006703,0.00763961,2.875,186.6809505
 01/06  09:00:00,208.6277465,15.16666667,12.13554135,0.007501221,3,186.6809505
 01/06  10:00:00,276.5247578,17.16666667,12.78902402,0.007329573,3,186.6809505
 01/06  11:00:00,321.3136039,19.16666667,13.42353245,0.007154312,3,186.6809505
 01/06  12:00:00,347.9286072,20.58333333,13.97045654,0.007150125,2.825,187.6659824
 01/06  13:00:00,318.2186692,21.58333333,14.5687562,0.007388739,2.466666667,189.4312553
 01/06  14:00:00,375.8176697,22.58333333,15.12436524,0.007594308,2.125,192.8372225
 01/06  15:00:00,388.9859172,22.825,15.45903176,0.00787075,2.175,195.8309192
 01/06  16:00:00,391.4473017,22.46666667,15.6304969,0.008210722,2.533333333,195.9147407
 01/06  17:00:00,385.6696653,22.125,15.7983018,0.008541337,2.875,194.8854911
 01/06  18:00:00,289.0032703,21.24166667,15.49327673,0.008556192,2.416666667,188.8340471
 01/06  19:00:00,201.8672003,19.88333333,14.82968555,0.008377023,1.416666667,186.8694452
 01/06  20:00:00,196.695133,18.54166667,14.18486873,0.00822696,0.416666667,186.6809505
 01/06  21:00:00,136.9566743,17.41666667,13.3356477,0.007788158,0.758333333,186.6809505
 01/06  22:00:00,0,16.41666667,12.40895603,0.007251583,2.116666667,0
 01/06  23:00:00,0,15.41666667,11.5317256,0.00679752,3.458333333,0
 01/06  24:00:00,0,14.41666667,10.65511385,0.006365301,4.758333333,0
 01/07  01:00:00,0,13.41666667,9.716991608,0.005903504,6.116666667,0
 01/07  02:00:00,0,12.41666667,8.799173318,0.005485263,7.458333333,0
 01/07  03:00:00,0,11.825,8.166539514,0.00517111,7.416666667,0
 01/07  04:00:00,0,11.46666667,7.715306833,0.004930489,6.416666667,0
 01/07  05:00:00,0,11.125,7.321063185,0.00474007,5.416666667,0
 01/07  06:00:00,0,10.825,6.909927044,0.004518365,5,0
 01/07  07:00:00,0,10.46666667,6.469455613,0.00429599,5,0
 01/07  08:00:00,9.364985139,10.125,6.085831727,0.004117939,5,0
 01/07  09:00:00,200.3012769,10.75833333,6.296317566,0.004028554,5.175,92.79843669
 01/07  10:00:00,263.9728441,12.11666667,6.968148781,0.004027044,5.533333333,186.6809505
 01/07  11:00:00,299.2062764,13.45833333,7.61225048,0.004020008,5.875,186.6809505
 01/07  12:00:00,316.0915164,14.75833333,8.375374724,0.004148187,5.416666667,186.6809505
 01/07  13:00:00,284.6058972,16.11666667,9.231097274,0.004353676,4.416666667,186.6809505
 01/07  14:00:00,346.6801703,17.45833333,10.07209682,0.004574736,3.416666667,186.6809505
 01/07  15:00:00,363.7421511,18,10.58464443,0.004834976,2.825,186.6809505
 01/07  16:00:00,373.1530972,18,10.77651579,0.005017923,2.466666667,186.6809505
 01/07  17:00:00,367.2003647,18,10.98909378,0.005223361,2.125,186.6809505
 01/07  18:00:00,263.0162232,17.00833333,10.76912611,0.005419474,1.825,186.6809505
 01/07  19:00:00,184.1354476,15.36666667,10.23245741,0.005585845,1.466666667,186.6809505
 01/07  20:00:00,171.3615211,13.70833333,9.611541089,0.005690859,1.125,186.6809505
 01/07  21:00:00,82.73470422,13,9.308608758,0.005703461,1,186.6809505
 01/07  22:00:00,0,13,9.308608758,0.005703461,1,0
 01/07  23:00:00,0,13,9.308608758,0.005703461,1,0
 01/07  24:00:00,0,12.825,9.2739531,0.005748074,1,0
 01/08  01:00:00,0,12.46666667,9.101046693,0.005742888,1,0
 01/08  02:00:00,0,12.125,8.955399969,0.005752844,1,0
 01/08  03:00:00,0,12.175,8.9660752,0.005745958,1.408333333,0
 01/08  04:00:00,0,12.53333333,9.14169189,0.005758992,2.05,0
 01/08  05:00:00,0,12.875,9.280460482,0.005747737,2.708333333,0
 01/08  06:00:00,0,13,9.304584808,0.005717104,2.825,0
 01/08  07:00:00,0,13,9.3052802,0.005714747,2.466666667,0
 01/08  08:00:00,9.681834503,13,9.306249477,0.005711451,2.125,186.6809505
 01/08  09:00:00,191.3006113,13.40833333,9.602497735,0.005809265,2,186.6809505
 01/08  10:00:00,242.7779372,14.05,10.05417145,0.005959607,2,186.6809505
 01/08  11:00:00,255.8063491,14.70833333,10.51556598,0.006114129,2,186.6809505
 01/08  12:00:00,273.4306921,15.58333333,11.01933715,0.006237257,1.825,186.6809505
 01/08  13:00:00,262.0460388,16.58333333,11.58021438,0.006378713,1.466666667,186.6809505
 01/08  14:00:00,322.8674408,17.58333333,12.16996085,0.006556314,1.125,186.6809505
 01/08  15:00:00,325.5450611,18.175,12.55593543,0.006702576,1.175,186.6809505
 01/08  16:00:00,318.5644964,18.53333333,12.85226267,0.006860705,1.533333333,186.6809505
 01/08  17:00:00,317.1707817,18.875,13.13509084,0.007013438,1.875,186.6809505
 01/08  18:00:00,234.1773263,18.41666667,13.20503207,0.007273737,1.591666667,186.6809505
 01/08  19:00:00,180.2367173,17.41666667,13.1665281,0.007639951,0.95,186.6809505
 01/08  20:00:00,158.0696358,16.41666667,13.10155655,0.007975625,0.291666667,186.6809505
 01/08  21:00:00,73.33588139,15.53333333,12.75641193,0.007983075,0,186.6809505
 01/08  22:00:00,0,14.675,12.24211253,0.007818402,0,0
 01/08  23:00:00,0,13.83333333,11.70943207,0.007637952,0,0
 01/08  24:00:00,0,13.03333333,11.21570147,0.0074872,0,0
 01/09  01:00:00,0,12.175,10.68966171,0.007342622,0,0
 01/09  02:00:00,0,11.33333333,10.10838348,0.007146912,0,0
 01/09  03:00:00,0,11.175,9.979704301,0.007087989,0,0
 01/09  04:00:00,0,11.53333333,10.12591566,0.007072977,0,0
 01/09  05:00:00,0,11.875,10.28157546,0.007077474,0,0
 01/09  06:00:00,0,12,10.03118593,0.006793966,0.175,0
 01/09  07:00:00,0,12,9.514298763,0.006320396,0.533333333,0
 01/09  08:00:00,5.266497461,12,9.087017044,0.005931382,0.875,154.0117842
 01/09  09:00:00,175.1014735,13.34166667,9.4453698,0.005702085,1.175,186.6809505
 01/09  10:00:00,252.5151523,15.7,10.34487607,0.005562213,1.533333333,186.6809505
 01/09  11:00:00,302.8504831,18.04166667,11.24830776,0.005457549,1.875,186.6809505
 01/09  12:00:00,327.6968694,19.58333333,11.79645376,0.005366477,2,186.6809505
 01/09  13:00:00,297.9491994,20.58333333,12.00969981,0.005179041,2,187.6659824
 01/09  14:00:00,360.8767181,21.58333333,12.29568117,0.005062432,2,189.4312553
 01/09  15:00:00,378.7588364,21.59166667,12.72389096,0.005496668,2.175,189.4471782
 01/09  16:00:00,385.6574386,20.95,13.25402976,0.00630404,2.533333333,188.3231414
 01/09  17:00:00,376.9197,20.29166667,13.91685058,0.007266934,2.875,187.1518147
 01/09  18:00:00,277.2588151,19.00833333,13.37558848,0.007223483,2.416666667,186.6809505
 01/09  19:00:00,196.6359979,17.36666667,12.07795685,0.006576558,1.416666667,186.6809505
 01/09  20:00:00,181.1293455,15.70833333,10.80655232,0.006019924,0.416666667,186.6809505
 01/09  21:00:00,109.6979238,14.53333333,9.994081855,0.005736671,0.116666667,186.6809505
 01/09  22:00:00,0,13.675,9.417307682,0.005561877,0.258333333,0
 01/09  23:00:00,0,12.83333333,8.860655214,0.005407425,0.416666667,0
 01/09  24:00:00,0,12.03333333,8.370464881,0.005303047,0.616666667,0
 01/10  01:00:00,0,11.175,7.814848139,0.005173164,0.758333333,0
 01/10  02:00:00,0,10.33333333,7.259631399,0.005044975,0.916666667,0
 01/10  03:00:00,0,9.825,6.989514626,0.005025631,1.175,0
 01/10  04:00:00,0,9.466666667,6.794493686,0.005009571,1.533333333,0
 01/10  05:00:00,0,9.125,6.624812924,0.005008447,1.875,0
 01/10  06:00:00,0,9.175,6.743107314,0.005085918,2.175,0
 01/10  07:00:00,0,9.533333333,7.06978349,0.005208222,2.533333333,0
 01/10  08:00:00,0,9.875,7.381029278,0.005327892,2.875,0
 01/10  09:00:00,0,11.575,8.699100087,0.005776451,3.408333333,0
 01/10  10:00:00,0,14.21666667,10.64947682,0.006473563,4.05,0
 01/10  11:00:00,0,16.875,12.52496015,0.007210126,4.708333333,0
 01/10  12:00:00,0,18.40833333,13.1994434,0.007267545,4.825,0
 01/10  13:00:00,0,19.05,13.02033008,0.006829242,4.466666667,0
 01/10  14:00:00,0,19.70833333,12.86128376,0.006406128,4.125,0
 01/10  15:00:00,0,19.825,12.824756,0.006324959,3.825,0
 01/10  16:00:00,0,19.46666667,12.82027211,0.006467247,3.466666667,0
 01/10  17:00:00,0,19.125,12.81986216,0.006606916,3.125,0
 01/10  18:00:00,0,18.24166667,12.74176279,0.00688479,3,0
 01/10  19:00:00,0,16.88333333,12.45855118,0.007153011,3,0
 01/10  20:00:00,0,15.54166667,12.21701057,0.007457418,3,0
 01/10  21:00:00,0,14.59166667,11.89248146,0.007522762,2.825,0
 01/10  22:00:00,0,13.95,11.57030764,0.007470353,2.466666667,0
 01/10  23:00:00,0,13.29166667,11.2025816,0.007384634,2.125,0
 01/10  24:00:00,0,12.59166667,10.79853097,0.007285583,1.825,0
 01/11  01:00:00,0,11.95,10.47499502,0.007243392,1.466666667,0
 01/11  02:00:00,0,11.29166667,10.06794722,0.007133975,1.125,0
 01/11  03:00:00,0,11,9.96683015,0.007159941,1,0
 01/11  04:00:00,0,11,10.19537533,0.007372222,1,0
 01/11  05:00:00,0,11,10.40771686,0.007570929,1,0
 01/11  06:00:00,0,11.58333333,10.73863462,0.007643647,1.583333333,0
 01/11  07:00:00,0,12.58333333,11.14709709,0.007622607,2.583333333,0
 01/11  08:00:00,0,13.58333333,11.56496638,0.007616232,3.583333333,0
 01/11  09:00:00,0,14.99166667,12.2280834,0.00769203,4.408333333,0
 01/11  10:00:00,0,16.63333333,13.06470737,0.007864143,5.05,0
 01/11  11:00:00,0,18.29166667,13.92965558,0.008084317,5.708333333,0
 01/11  12:00:00,0,19,14.28524999,0.008170755,5.591666667,0
 01/11  13:00:00,0,19,14.28419325,0.008175507,4.95,0
 01/11  14:00:00,0,19,14.28238672,0.008183664,4.291666667,0
 01/11  15:00:00,0,18.825,14.42620964,0.00841533,4.175,0
 01/11  16:00:00,0,18.46666667,14.60867211,0.00876138,4.533333333,0
 01/11  17:00:00,0,18.125,14.85626148,0.009174078,4.875,0
 01/11  18:00:00,0,17.825,14.89822046,0.009344345,4.591666667,0
 01/11  19:00:00,0,17.46666667,14.75189142,0.009331645,3.95,0
 01/11  20:00:00,0,17.125,14.59801903,0.009298641,3.291666667,0
 01/11  21:00:00,0,16.88333333,14.55066562,0.009348734,3,0
 01/11  22:00:00,0,16.74166667,14.57504049,0.009438279,3,0
 01/11  23:00:00,0,16.58333333,14.59980211,0.009530913,3,0
 01/11  24:00:00,0,16.38333333,14.68995437,0.009712528,3,0
 01/12  01:00:00,0,16.24166667,14.75085996,0.009838127,3,0
 01/12  02:00:00,0,16.08333333,14.76608514,0.009920559,3,0
 01/12  03:00:00,0,16,14.77330229,0.009963076,2.825,0
 01/12  04:00:00,0,16,14.77330229,0.009963076,2.466666667,0
 01/12  05:00:00,0,16,14.77330229,0.009963076,2.125,0
 01/12  06:00:00,0,16.175,14.81906478,0.009940892,2,0
 01/12  07:00:00,0,16.53333333,14.94927141,0.00993614,2,0
 01/12  08:00:00,21.92582654,16.875,15.05756083,0.009914522,2,186.6809505
 01/12  09:00:00,232.1003327,17.40833333,15.33990547,0.010009078,2,186.6809505
 01/12  10:00:00,290.7871475,18.05,15.84976463,0.010314597,2,186.6809505
 01/12  11:00:00,315.3047222,18.70833333,16.33132036,0.010592247,2,186.6809505
 01/12  12:00:00,331.6710167,19.58333333,16.90737021,0.010914604,1.825,190.8252457
 01/12  13:00:00,299.9176597,20.58333333,17.65796868,0.011418589,1.466666667,191.7042691
 01/12  14:00:00,356.3988614,21.58333333,18.37524622,0.011907136,1.125,209.5650911
 01/12  15:00:00,367.8645122,22,18.64828304,0.012084594,1,214.8838553
 01/12  16:00:00,378.0587444,22,18.64828304,0.012084594,1,216.9398633
 01/12  17:00:00,381.2762419,22,18.64828304,0.012084594,1,217.5670724
 01/12  18:00:00,286.3080736,21.41666667,18.33985716,0.011937223,1.408333333,194.7891362
 01/12  19:00:00,198.6333214,20.41666667,17.79276113,0.011663994,2.05,187.3773381
 01/12  20:00:00,192.380091,19.41666667,17.28888733,0.011459168,2.708333333,186.6809505
 01/12  21:00:00,140.3996379,18.59166667,16.5703888,0.010938623,3.116666667,186.6809505
 01/12  22:00:00,0,17.95,15.73662166,0.010233979,3.258333333,0
 01/12  23:00:00,0,17.29166667,14.89396307,0.009561786,3.416666667,0
 01/12  24:00:00,0,16.59166667,14.08475971,0.008971214,3.616666667,0
 01/13  01:00:00,0,15.95,13.31792178,0.008421136,3.758333333,0
 01/13  02:00:00,0,15.29166667,12.49676594,0.007847331,3.916666667,0
 01/13  03:00:00,0,14.825,11.79384026,0.007338374,3.825,0
 01/13  04:00:00,0,14.46666667,11.14963871,0.006859321,3.466666667,0
 01/13  05:00:00,0,14.125,10.52533902,0.006401414,3.125,0
 01/13  06:00:00,0,13.825,10.12828051,0.006150313,3.175,0
 01/13  07:00:00,0,13.46666667,9.814571272,0.006003753,3.533333333,0
 01/13  08:00:00,20.77127792,13.125,9.454682605,0.005812909,3.875,155.5674588
 01/13  09:00:00,221.6506879,13.58333333,9.688643269,0.005833898,3.825,186.6809505
 01/13  10:00:00,266.4996723,14.58333333,10.3377874,0.006019514,3.466666667,186.6809505
 01/13  11:00:00,289.9899392,15.58333333,10.89989155,0.006138325,3.125,186.6809505
 01/13  12:00:00,305.6464886,16.175,11.18446803,0.006171866,3,186.6809505
 01/13  13:00:00,270.3414164,16.53333333,11.36401418,0.006201205,3,186.6809505
 01/13  14:00:00,316.0031536,16.875,11.52565048,0.006222454,3,186.6809505
 01/13  15:00:00,317.9865439,16.825,11.50361625,0.006225033,3.175,186.6809505
 01/13  16:00:00,317.5673994,16.46666667,11.32492927,0.006203886,3.533333333,186.6809505
 01/13  17:00:00,312.0051844,16.125,11.15713769,0.00618586,3.875,186.6809505
 01/13  18:00:00,226.2427973,15.41666667,10.81105337,0.006141647,4.408333333,186.6809505
 01/13  19:00:00,177.5498907,14.41666667,10.22835853,0.005996879,5.05,186.6809505
 01/13  20:00:00,153.0992448,13.41666667,9.578828026,0.005802244,5.708333333,186.6809505
 01/13  21:00:00,66.93188433,12.825,9.210374874,0.005708272,5.708333333,186.6809505
 01/13  22:00:00,0,12.46666667,8.997180511,0.005664351,5.208333333,0
 01/13  23:00:00,0,12.125,8.737773764,0.005574068,4.708333333,0
 01/13  24:00:00,0,11.825,8.531051796,0.005510822,4.208333333,0
 01/14  01:00:00,0,11.46666667,8.311161944,0.005462465,3.708333333,0
 01/14  02:00:00,0,11.125,8.04717318,0.005373377,3.208333333,0
 01/14  03:00:00,0,10.825,7.779877774,0.005266372,3.583333333,0
 01/14  04:00:00,0,10.46666667,7.460513607,0.005141107,4.583333333,0
 01/14  05:00:00,0,10.125,7.155913135,0.005024033,5.583333333,0
 01/14  06:00:00,0,10,7.045283506,0.004978875,5.591666667,0
 01/14  07:00:00,0,10,7.045879154,0.004976827,4.95,0
 01/14  08:00:00,8.630944897,10,7.046711108,0.004973963,4.291666667,0
 01/14  09:00:00,154.8812575,10.175,7.150565106,0.004983245,4.175,31.11349175
 01/14  10:00:00,193.6094444,10.53333333,7.321929382,0.004978224,4.533333333,186.6809505
 01/14  11:00:00,220.9813285,10.875,7.490295036,0.004977123,4.875,186.6809505
 01/14  12:00:00,236.7149771,11,7.559995606,0.00498611,4.416666667,186.6809505
 01/14  13:00:00,194.5827668,11,7.558360498,0.004991025,3.416666667,186.6809505
 01/14  14:00:00,241.9093449,11,7.557679863,0.004993076,2.416666667,186.6809505
 01/14  15:00:00,241.5560053,11,7.556724763,0.004995951,2.175,186.6809505
 01/14  16:00:00,241.0376348,11,7.556041512,0.004998006,2.533333333,186.6809505
 01/14  17:00:00,236.9875201,11,7.556041512,0.004998006,2.875,186.6809505
 01/14  18:00:00,164.1105394,10.825,7.459005237,0.004983629,3,186.6809505
 01/14  19:00:00,126.6713263,10.46666667,7.292592204,0.004986952,3,0
 01/14  20:00:00,103.3429919,10.125,7.121350226,0.004979226,3,0
 01/14  21:00:00,27.79796733,10.11666667,6.992051336,0.004872295,3.175,0
 01/14  22:00:00,0,10.25833333,6.893493907,0.004732761,3.533333333,0
 01/14  23:00:00,0,10.41666667,6.789175247,0.004582016,3.875,0
 01/14  24:00:00,0,10.61666667,6.675778841,0.004407212,4.175,0
 01/15  01:00:00,0,10.75833333,6.562897832,0.004256986,4.533333333,0
 01/15  02:00:00,0,10.91666667,6.442673207,0.004094418,4.875,0
 01/15  03:00:00,0,11,6.388567574,0.004016472,4.825,0
 01/15  04:00:00,0,11,6.388567574,0.004016472,4.466666667,0
 01/15  05:00:00,0,11,6.388567574,0.004016472,4.125,0
 01/15  06:00:00,0,11,6.388567574,0.004016472,4,0
 01/15  07:00:00,0,11,6.389889714,0.004014169,4,0
 01/15  08:00:00,8.267820589,11,6.392157785,0.004010226,4,0
 01/15  09:00:00,148.9148641,11.175,6.479773006,0.004008061,4,31.11349175
 01/15  10:00:00,180.7118679,11.53333333,6.674161264,0.004021421,4,186.6809505
 01/15  11:00:00,207.6939944,11.875,6.851475995,0.004028359,4,186.6809505
 01/15  12:00:00,224.4764709,12.75833333,7.336130148,0.004076181,3.591666667,186.6809505
 01/15  13:00:00,195.3436209,14.11666667,8.080681191,0.004165288,2.95,186.6809505
 01/15  14:00:00,248.9784443,15.45833333,8.84044663,0.004289448,2.291666667,186.6809505
