Date/Time,Cooling Load(kWh£©,Site Outdoor Air Drybulb Temperature [C](Hourly),Site Outdoor Air Wetbulb Temperature [C](Hourly),Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Site Wind Speed [m/s](Hourly),Chiller Electricity Energy(kWh£©
 02/03  05:00:00,0,10.88333333,10.43118134,0.007623462,2.416666667,0
 02/03  06:00:00,0,10.33333333,10.01480322,0.007459029,3.75,0
 02/03  07:00:00,0,10,9.999999572,0.007579372,3.833333333,0
 02/03  08:00:00,3.586269425,10.46666667,9.968739847,0.007354072,3,0
 02/03  09:00:00,144.3528331,11.5,10.82586448,0.007727301,4.166666667,93.34047525
 02/03  10:00:00,168.554361,12,11.46436429,0.008128746,3.833333333,186.6809505
 02/03  11:00:00,194.7118395,12.81666667,11.66146169,0.00798925,2.416666667,186.6809505
 02/03  12:00:00,218.1853769,13.75,12.40296511,0.008349938,2.583333333,186.6809505
 02/03  13:00:00,200.5395597,15.75,13.8512672,0.009030297,3,186.6809505
 02/03  14:00:00,254.7514406,17.525,14.54711763,0.009048499,3.583333333,186.6809505
 02/03  15:00:00,261.0103822,16.79166667,14.32898112,0.009120227,3.416666667,186.6809505
 02/03  16:00:00,274.2663392,16,14.14105443,0.009251293,3.583333333,186.6809505
 02/03  17:00:00,275.3880131,16.93333333,14.36869857,0.009114543,3.416666667,186.6809505
 02/03  18:00:00,194.3205824,16.66666667,14.30713533,0.009158433,2.416666667,186.6809505
 02/03  19:00:00,148.8929291,16,14.14075713,0.009255139,2,186.6809505
 02/03  20:00:00,127.3362888,15.65,13.56329172,0.008783007,1.416666667,186.6809505
 02/03  21:00:00,58.39480758,15.16666667,13.89763622,0.009333222,1,186.6809505
 02/03  22:00:00,0,15.58333333,14.62730658,0.009944821,1,0
 02/03  23:00:00,0,15.41666667,14.2123492,0.009559346,1,0
 02/03  24:00:00,0,15,13.81041996,0.009302929,1,0
 02/04  01:00:00,0,14.41666667,13.59161379,0.00931769,1,0
 02/04  02:00:00,0,14.525,13.54047543,0.009218915,1.583333333,0
 02/04  03:00:00,0,14.375,13.50981487,0.009248844,2,0
 02/04  04:00:00,0,14,13.42856631,0.009324521,2.583333333,0
 02/04  05:00:00,0,13.88333333,12.97616634,0.008908083,3,0
 02/04  06:00:00,0,13.91666667,13.10549959,0.009027743,2.416666667,0
 02/04  07:00:00,0,14,13.42860422,0.009322971,2.583333333,0
 02/04  08:00:00,8.511214242,13.94166667,12.97622196,0.00887478,1.833333333,186.6809505
 02/04  09:00:00,176.9842173,14.54166667,13.3271229,0.008985319,1.583333333,186.6809505
 02/04  10:00:00,238.0742228,15,13.81069318,0.009297523,3.166666667,186.6809505
 02/04  11:00:00,270.5037011,16.10833333,14.00128091,0.009041447,2.833333333,186.6809505
 02/04  12:00:00,292.9552464,16.95833333,14.35257747,0.009072556,2.583333333,186.6809505
 02/04  13:00:00,261.6416061,17.58333333,15.07247239,0.0096131,3,186.6809505
 02/04  14:00:00,320.7164864,19.4,15.96295269,0.009881907,1.833333333,186.8994264
 02/04  15:00:00,323.7410697,19.58333333,16.42984466,0.010362022,2.166666667,186.7196159
 02/04  16:00:00,329.1042356,19,16.50403974,0.010696102,3,186.6809505
 02/04  17:00:00,324.4375275,19.05833333,16.2085746,0.010327388,1.833333333,186.6809505
 02/04  18:00:00,243.76414,19.04166667,16.29392815,0.010426749,1,186.6809505
 02/04  19:00:00,184.1428414,17.83333333,16.07169042,0.010667002,2.166666667,186.6809505
 02/04  20:00:00,162.5162429,16.35833333,14.81058573,0.009853614,3,186.6809505
 02/04  21:00:00,81.72825875,15.95833333,14.87957378,0.010083512,2.416666667,186.6809505
 02/04  22:00:00,0,16.58333333,15.59911457,0.010622407,2.583333333,0
 02/04  23:00:00,0,16.70833333,15.64286531,0.010619957,3,0
 02/04  24:00:00,0,16.20833333,15.46929879,0.010631267,3,0
 02/05  01:00:00,0,16,15.39380399,0.010632703,1.833333333,0
 02/05  02:00:00,0,15.41666667,14.34911926,0.009726583,2.166666667,0
 02/05  03:00:00,0,15,14.42489465,0.009979678,1.833333333,0
 02/05  04:00:00,0,15,14.99999979,0.010608122,0.416666667,0
 02/05  05:00:00,0,14.59166667,14.08365207,0.00978147,0,0
 02/05  06:00:00,0,14.70833333,14.34523941,0.010015112,0.583333333,0
 02/05  07:00:00,0,15,14.99999443,0.010601938,0.416666667,0
 02/05  08:00:00,18.15683859,15,14.99999628,0.010597524,1.166666667,186.6809505
 02/05  09:00:00,210.7988917,15.58333333,15.58332824,0.011011152,2,186.6809505
 02/05  10:00:00,266.9300623,16.58333333,16.22366814,0.011328397,2.583333333,186.6809505
 02/05  11:00:00,314.5814267,17.525,15.54217619,0.010159703,1.833333333,186.6809505
 02/05  12:00:00,343.67249,19.125,16.72594665,0.010890741,3.333333333,192.6618566
 02/05  13:00:00,316.3199431,20.58333333,18.23768404,0.012116528,5.583333333,198.6762667
 02/05  14:00:00,380.3719575,22.28333333,18.30953957,0.011505373,4.25,216.70612
 02/05  15:00:00,402.1976247,22.5,18.16112788,0.011242131,4.166666667,218.0563016
 02/05  16:00:00,413.0384061,22,17.7180007,0.010914944,5,215.7023845
 02/05  17:00:00,417.0467367,22.175,17.58589533,0.010684826,3.833333333,215.7654458
 02/05  18:00:00,310.8256636,20.95833333,17.20106189,0.010717601,4.166666667,190.3210908
 02/05  19:00:00,202.377782,18.83333333,16.43948421,0.010690504,4.416666667,186.6809505
 02/05  20:00:00,193.6016153,18.35,16.07115001,0.010455396,2.25,186.6809505
 02/05  21:00:00,147.5626215,18.25,15.41619919,0.009747265,2.166666667,186.6809505
 02/05  22:00:00,0,17.41666667,14.72432265,0.009316349,3,0
 02/05  23:00:00,0,16.41666667,14.30587255,0.009270669,2.416666667,0
 02/05  24:00:00,0,15.41666667,13.58863148,0.008921146,3.166666667,0
 02/06  01:00:00,0,15,13.19519135,0.008675642,4,0
 02/06  02:00:00,0,14.53333333,11.90980773,0.007570686,4.583333333,0
 02/06  03:00:00,0,13.5,11.18953681,0.007286305,4.416666667,0
 02/06  04:00:00,0,12.41666667,11.08204685,0.007633388,4,0
 02/06  05:00:00,0,12.05833333,10.20710721,0.006957781,4.583333333,0
 02/06  06:00:00,0,11.45833333,9.803107179,0.006823893,5,0
 02/06  07:00:00,0,11,9.863063343,0.007064118,5,0
 02/06  08:00:00,14.19402098,11.29166667,9.503824545,0.006611931,3.833333333,0
 02/06  09:00:00,214.4439608,11.79166667,9.891309778,0.006759162,4.75,93.34047525
 02/06  10:00:00,286.079365,13.16666667,11.17460267,0.007403158,6.583333333,186.6809505
 02/06  11:00:00,314.3609528,14.29166667,11.46810922,0.007227058,4.666666667,186.6809505
 02/06  12:00:00,333.7778333,16.54166667,12.8167309,0.007662517,4.166666667,186.6809505
 02/06  13:00:00,303.1848606,18,13.91092645,0.008199188,5.583333333,186.6809505
 02/06  14:00:00,361.9995742,19.225,14.45824874,0.008292163,2.5,186.6992871
 02/06  15:00:00,382.3512353,19.45833333,14.81247473,0.008591303,3.5,186.6809505
 02/06  16:00:00,398.7578658,19.58333333,14.99734597,0.008754306,5.416666667,188.0384482
 02/06  17:00:00,401.1649042,20.05833333,14.56152916,0.008085984,3.25,187.5092558
 02/06  18:00:00,298.4699117,19.45833333,14.22921222,0.007972244,3.166666667,186.6809505
 02/06  19:00:00,203.1442137,17.83333333,14.1122117,0.00851113,3.416666667,186.6809505
 02/06  20:00:00,193.3366403,17.35,13.86709367,0.008444763,1.25,186.6809505
 02/06  21:00:00,126.0356107,16.08333333,13.85175486,0.00894613,0.583333333,186.6809505
 02/06  22:00:00,0,15,13.14830066,0.00865342,1.583333333,0
 02/06  23:00:00,0,14.41666667,12.42802366,0.008150568,1.416666667,0
 02/06  24:00:00,0,14,12.24880822,0.008138201,1.583333333,0
 02/07  01:00:00,0,14,12.24880822,0.008138201,1.416666667,0
 02/07  02:00:00,0,14.46666667,12.8088363,0.008514168,1,0
 02/07  03:00:00,0,13.16666667,12.20741198,0.00844496,1,0
 02/07  04:00:00,0,12,11.46265186,0.008190314,2.75,0
 02/07  05:00:00,0,12.93333333,11.99361458,0.008328175,3.416666667,0
 02/07  06:00:00,0,13.13333333,11.7451402,0.007996624,2.708333333,0
 02/07  07:00:00,0,12.33333333,10.75302448,0.007360937,2.208333333,0
 02/07  08:00:00,0,12.29166667,10.07453485,0.006737044,2.583333333,0
 02/07  09:00:00,0,13.375,10.95708603,0.007122558,4.166666667,0
 02/07  10:00:00,0,14.58333333,11.97995374,0.007612645,5,0
 02/07  11:00:00,0,15.05833333,11.42956733,0.00687998,3.833333333,0
 02/07  12:00:00,0,16.79166667,12.30340209,0.007039354,3.583333333,0
 02/07  13:00:00,0,18.58333333,13.56995073,0.007599768,4,0
 02/07  14:00:00,0,19.23333333,13.17510963,0.006933264,3.416666667,0
 02/07  15:00:00,0,19.75,13.5903144,0.007163748,4.166666667,0
 02/07  16:00:00,0,19.94166667,13.98867091,0.007506196,4.416666667,0
 02/07  17:00:00,0,19.9,13.67743324,0.007194235,3.416666667,0
 02/07  18:00:00,0,19.375,13.68492186,0.007412206,3,0
 02/07  19:00:00,0,18.41666667,12.96705162,0.007054491,4.75,0
 02/07  20:00:00,0,17.00833333,10.54940938,0.00526979,5.416666667,0
 02/07  21:00:00,0,15.54166667,9.373676656,0.004770662,6.166666667,0
 02/07  22:00:00,0,14.41666667,8.901816045,0.004805697,5.833333333,0
 02/07  23:00:00,0,13.41666667,8.298877494,0.004679341,5,0
 02/07  24:00:00,0,13,8.13845056,0.004707138,5.583333333,0
 02/08  01:00:00,0,12.41666667,7.592538717,0.004478207,5.416666667,0
 02/08  02:00:00,0,12.11666667,7.055256215,0.004147557,4.416666667,0
 02/08  03:00:00,0,11.5,7.085385376,0.004427098,4.583333333,0
 02/08  04:00:00,0,11,7.16092155,0.004696303,5,0
 02/08  05:00:00,0,11,6.81920846,0.004408417,5.583333333,0
 02/08  06:00:00,0,10.41666667,6.640136449,0.004494972,4.25,0
 02/08  07:00:00,0,10,6.672761747,0.004691453,3,0
 02/08  08:00:00,0,10.40833333,6.588312576,0.004452253,3,0
 02/08  09:00:00,0,11.45833333,6.925228354,0.004297797,4.166666667,0
 02/08  10:00:00,0,13.16666667,7.785532362,0.004324384,5,0
 02/08  11:00:00,0,13.76666667,8.191907589,0.00442792,3.833333333,0
 02/08  12:00:00,0,15.58333333,9.444680904,0.004802337,3.583333333,0
 02/08  13:00:00,0,17.35,10.35077655,0.004913025,3.708333333,0
 02/08  14:00:00,0,18.00833333,10.52855398,0.004818113,3.208333333,0
 02/08  15:00:00,0,18.125,10.90003188,0.005128219,3.583333333,0
 02/08  16:00:00,0,18,10.84656708,0.005136506,3.416666667,0
 02/08  17:00:00,0,18.23333333,11.09691955,0.005278385,3,0
 02/08  18:00:00,0,17.58333333,11.21571426,0.005653675,3,0
 02/08  19:00:00,0,16.41666667,10.81074569,0.005744694,2.416666667,0
 02/08  20:00:00,0,15.18333333,10.68024057,0.006121143,2.583333333,0
 02/08  21:00:00,0,14.83333333,11.5407743,0.007084663,3.583333333,0
 02/08  22:00:00,0,14.41666667,11.61026698,0.007318465,3.416666667,0
 02/08  23:00:00,0,14,11.53192162,0.007407725,3.583333333,0
 02/08  24:00:00,0,13.41666667,11.4924589,0.007605769,3.416666667,0
 02/09  01:00:00,0,13,11.3056904,0.007595757,3,0
 02/09  02:00:00,0,13.05833333,10.8453539,0.007131002,3,0
 02/09  03:00:00,0,13.04166667,10.97714736,0.007268271,1.833333333,0
 02/09  04:00:00,0,13,11.30497226,0.007603317,1.583333333,0
 02/09  05:00:00,0,12.94166667,10.90893821,0.007247304,2,0
 02/09  06:00:00,0,12.375,10.80466397,0.007375853,2,0
 02/09  07:00:00,0,12,10.59273912,0.007330841,2,0
 02/09  08:00:00,8.012017242,12.40833333,10.46646834,0.007042367,2,183.5696013
 02/09  09:00:00,194.0056695,13.45833333,11.24336214,0.007344053,10.75,186.6809505
 02/09  10:00:00,266.9092754,15.16666667,11.94085765,0.007316674,8.25,186.6809505
 02/09  11:00:00,305.8055192,15.825,11.48358755,0.006604949,3.166666667,186.6809505
 02/09  12:00:00,329.2399256,17.625,12.6522645,0.007041154,3.416666667,186.6809505
 02/09  13:00:00,296.5641078,18.41666667,13.49345672,0.007578776,3,186.6809505
 02/09  14:00:00,349.0002911,18.29166667,11.86125637,0.005996515,3,186.6809505
 02/09  15:00:00,364.3342783,17.625,11.79063387,0.006203273,3,186.6809505
 02/09  16:00:00,378.2002714,17.58333333,12.93158142,0.00736434,3,186.6809505
 02/09  17:00:00,380.0766264,17.94166667,11.65956382,0.005956709,3,186.6809505
 02/09  18:00:00,279.8909119,17.375,12.92258233,0.00746496,2.416666667,186.6809505
 02/09  19:00:00,189.8443141,15.83333333,14.12361929,0.009336661,1.416666667,186.6809505
 02/09  20:00:00,180.5644715,14.825,11.87064959,0.007442833,1.583333333,186.6809505
 02/09  21:00:00,110.7592878,14.875,10.86189305,0.006424855,2,186.6809505
 02/09  22:00:00,0,14.41666667,10.89661508,0.006640775,2.583333333,0
 02/09  23:00:00,0,14,11.31437006,0.007210828,3.583333333,0
 02/09  24:00:00,0,14.58333333,12.28611627,0.007922283,3.416666667,0
 02/10  01:00:00,0,15,12.67283684,0.008141069,2.416666667,0
 02/10  02:00:00,0,14.59166667,12.23274625,0.007870181,2,0
 02/10  03:00:00,0,14.125,12.11347706,0.007947892,2,0
 02/10  04:00:00,0,13.41666667,12.03774135,0.008168154,0.833333333,0
 02/10  05:00:00,0,13.23333333,11.82324759,0.008030899,1.75,0
 02/10  06:00:00,0,12.58333333,11.60556292,0.008084803,3,0
 02/10  07:00:00,0,12.58333333,11.7099813,0.008187487,1.833333333,0
 02/10  08:00:00,17.92989108,13.40833333,11.99001901,0.008123983,2.166666667,186.6809505
 02/10  09:00:00,217.14876,14.63333333,12.76917188,0.008405518,3,186.6809505
 02/10  10:00:00,279.3935308,16.29166667,14.00681706,0.00900759,3,186.6809505
 02/10  11:00:00,314.6618681,16.94166667,13.946391,0.008669631,2.416666667,186.6809505
 02/10  12:00:00,338.6361103,18.125,15.25613607,0.009628522,2,186.6920836
 02/10  13:00:00,303.7675992,19,16.15532978,0.010285233,2.583333333,186.6809505
 02/10  14:00:00,351.7553219,18.825,14.95546059,0.009015055,3.583333333,186.6809505
 02/10  15:00:00,364.0204792,18.29166667,15.38917582,0.0097324,2.833333333,186.6809505
 02/10  16:00:00,369.8416517,18.58333333,16.35554495,0.010719008,2,188.6457759
 02/10  17:00:00,367.9753697,18.59166667,15.35718556,0.009577039,2.583333333,186.7423434
 02/10  18:00:00,275.9884706,18.125,15.82116658,0.010292325,3,186.6809505
 02/10  19:00:00,191.9676446,17.41666667,16.51561723,0.011380872,1.833333333,186.6809505
 02/10  20:00:00,190.3919204,17.23333333,15.06796082,0.009808399,2.166666667,186.6809505
 02/10  21:00:00,134.2399712,17.16666667,15.44918951,0.010256838,1.833333333,186.6809505
 02/10  22:00:00,0,17,16.3758707,0.011378414,1,0
 02/10  23:00:00,0,17,16.3758707,0.011378414,1,0
 02/10  24:00:00,0,17.58333333,16.24954297,0.010987996,2.166666667,0
 02/11  01:00:00,0,18,16.14267109,0.010690269,1.833333333,0
 02/11  02:00:00,0,17.3,15.08958863,0.009790043,1.583333333,0
 02/11  03:00:00,0,16.91666667,15.1585953,0.010030308,1.416666667,0
 02/11  04:00:00,0,16.825,14.80590347,0.009688339,2.166666667,0
 02/11  05:00:00,0,16.7,14.13547591,0.009010056,3,0
 02/11  06:00:00,0,16.29166667,14.88603061,0.010000978,2.416666667,0
 02/11  07:00:00,0,16,15.39281128,0.010679878,2,0
 02/11  08:00:00,28.48995683,16.175,14.77087685,0.009904824,2,186.6809505
 02/11  09:00:00,246.1815661,17.875,15.93148368,0.010511879,1.416666667,186.6809505
 02/11  10:00:00,329.3630653,19.58333333,17.29650519,0.011398748,1.583333333,193.4485769
 02/11  11:00:00,363.3523844,20.23333333,16.99778327,0.010769608,2,198.0677193
 02/11  12:00:00,379.2201139,20.75,17.29108618,0.010915691,2.583333333,203.5019019
 02/11  13:00:00,343.8021869,21.58333333,18.26613676,0.011783734,3,206.0257931
 02/11  14:00:00,411.2072072,23.575,19.00598708,0.011909589,3,231.1176129
 02/11  15:00:00,438.4393533,23.70833333,19.10870838,0.011992504,2.416666667,235.5605687
 02/11  16:00:00,446.5133778,22.41666667,18.80212482,0.012135337,2,232.5508352
 02/11  17:00:00,446.7799511,22.29166667,18.28059524,0.011524657,2.583333333,229.0003849
 02/11  18:00:00,336.8920942,20.45833333,17.87879057,0.011786299,3.583333333,196.4573478
 02/11  19:00:00,211.3075418,18.41666667,17.49052656,0.012152116,3.416666667,186.6809505
 02/11  20:00:00,203.5542334,18.35,16.45400051,0.010936273,4.166666667,186.6809505
 02/11  21:00:00,163.3632067,17.66666667,16.53218532,0.011303837,3.25,186.6809505
 02/11  22:00:00,0,17,16.99999932,0.012131044,2,0
 02/11  23:00:00,0,17,16.63693704,0.011698542,2,0
 02/11  24:00:00,0,17,16.37565327,0.011389852,2,0
 02/12  01:00:00,0,16.41666667,16.16041667,0.011381906,1.416666667,0
 02/12  02:00:00,0,16.525,15.17713984,0.010218731,1.583333333,0
 02/12  03:00:00,0,15.79166667,14.84669967,0.010152096,1.416666667,0
 02/12  04:00:00,0,15,14.99999498,0.01065697,1,0
 02/12  05:00:00,0,15.7,14.74908215,0.010092934,1.583333333,0
 02/12  06:00:00,0,16.08333333,15.40151865,0.010658781,0.833333333,0
 02/12  07:00:00,0,15.41666667,15.41666143,0.010946711,0.583333333,0
 02/12  08:00:00,28.78390203,15.35,14.59043291,0.010053881,1.583333333,186.6809505
 02/12  09:00:00,244.246111,17,16.07049343,0.011044215,1.416666667,186.6809505
 02/12  10:00:00,316.7922236,18.58333333,17.54267526,0.01211582,1,192.5904627
 02/12  11:00:00,338.6896081,18.825,16.6912328,0.010994966,1.583333333,189.1405565
 02/12  12:00:00,361.5428397,19.05,16.59011039,0.010785517,2.291666667,192.1735355
 02/12  13:00:00,330.9937769,19.70833333,17.61448808,0.011756225,2.791666667,194.9089821
 02/12  14:00:00,394.5755147,20.11666667,17.22019738,0.01111293,3,203.7871537
 02/12  15:00:00,415.3569836,20.08333333,17.4563597,0.011420956,4.166666667,208.5363557
 02/12  16:00:00,426.7321192,20,18.03871915,0.012176348,4.416666667,215.2905873
 02/12  17:00:00,416.6387075,20.7,17.22549951,0.010889566,4,210.9929137
 02/12  18:00:00,319.0810053,19.91666667,17.27571126,0.011281565,4,189.0331153
 02/12  19:00:00,208.8601923,19.58333333,17.53903405,0.011744567,4,186.6809505
 02/12  20:00:00,199.7026827,18.54166667,16.00588894,0.010356721,4,186.6809505
 02/12  21:00:00,158.7271226,17.79166667,15.66054857,0.010258994,4,186.6809505
 02/12  22:00:00,0,18,16.14105456,0.010716248,4.583333333,0
 02/12  23:00:00,0,18,16.14133845,0.010711759,4.416666667,0
 02/12  24:00:00,0,18,16.14094251,0.010718045,4,0
 02/13  01:00:00,0,18,16.14105456,0.010716248,3.416666667,0
 02/13  02:00:00,0,17.18333333,15.17310118,0.009958541,4.166666667,0
 02/13  03:00:00,0,16.25,15.02489141,0.010181897,2.666666667,0
 02/13  04:00:00,0,15.41666667,15.16735917,0.010686273,1,0
 02/13  05:00:00,0,15.75833333,14.74410069,0.010073808,3.333333333,0
 02/13  06:00:00,0,15.54166667,14.47005998,0.009856528,3.25,0
 02/13  07:00:00,0,15,14.40999799,0.01001145,2,0
 02/13  08:00:00,29.64107747,15.875,14.54043545,0.009784778,2.583333333,182.236166
 02/13  09:00:00,251.0698381,17.375,15.82689681,0.010605175,1.833333333,186.6809505
 02/13  10:00:00,323.9993108,19.75,17.69362369,0.011831702,1.583333333,196.7637296
 02/13  11:00:00,360.6171344,20.3,17.20872819,0.011013791,3.166666667,198.9410686
 02/13  12:00:00,382.1210761,21.08333333,17.70199669,0.011298579,3.416666667,209.6090186
 02/13  13:00:00,352.6605169,22,19.02902358,0.01259744,3.583333333,214.4934518
 02/13  14:00:00,412.9996306,22.7,18.84547022,0.012082238,2.833333333,228.694156
 02/13  15:00:00,429.1387925,23.08333333,19.11780233,0.012289916,3.166666667,234.9540489
 02/13  16:00:00,428.8779475,21.83333333,19.24149444,0.01297822,4.583333333,230.8305581
 02/13  17:00:00,418.6935056,21.35,17.97224192,0.011563112,4.416666667,218.9845575
 02/13  18:00:00,319.3432881,20.66666667,18.08346516,0.011984543,2.833333333,196.0004305
 02/13  19:00:00,205.7548684,19.41666667,18.46523597,0.012985589,2.583333333,186.6809505
 02/13  20:00:00,198.4698027,18.53333333,16.7680786,0.01126938,3,186.6809505
 02/13  21:00:00,162.1664888,18.66666667,16.4832757,0.010861446,2.416666667,186.6809505
 02/13  22:00:00,0,19,17.0893112,0.011433542,2,0
 02/13  23:00:00,0,17.83333333,16.68819811,0.011435888,1.416666667,0
 02/13  24:00:00,0,17,16.37520338,0.011412798,1.583333333,0
 02/14  01:00:00,0,16.41666667,16.16023416,0.011404835,1.416666667,0
 02/14  02:00:00,0,16.11666667,15.58237253,0.010864866,1,0
 02/14  03:00:00,0,16.08333333,15.70263611,0.011016049,1,0
 02/14  04:00:00,0,16,16,0.011392176,1,0
 02/14  05:00:00,0,15.70833333,15.47579588,0.010914075,1,0
 02/14  06:00:00,0,15.20833333,15.04396286,0.010628315,0.416666667,0
 02/14  07:00:00,0,15,14.99999872,0.010661432,0,0
 02/14  08:00:00,0,15.29166667,14.9449528,0.010472704,1.166666667,0
 02/14  09:00:00,0,16.375,16.12256468,0.011356065,2,0
 02/14  10:00:00,0,17,16.99999939,0.012118847,2,0
 02/14  11:00:00,0,18.80833333,17.15575061,0.011551717,0.833333333,0
 02/14  12:00:00,0,20.04166667,18.02639827,0.012108797,1.75,0
 02/14  13:00:00,0,20,19.03718961,0.013417702,2.416666667,0
 02/14  14:00:00,0,22.74166667,19.81216848,0.013304971,2.583333333,0
 02/14  15:00:00,0,23.125,19.9931994,0.013401584,2.416666667,0
 02/14  16:00:00,0,23.16666667,20.3482764,0.01387368,1.416666667,0
 02/14  17:00:00,0,23.18333333,19.86621681,0.013215828,1,0
 02/14  18:00:00,0,22.83333333,19.85713707,0.013339845,3.333333333,0
 02/14  19:00:00,0,22.41666667,19.30677102,0.012781744,4.416666667,0
 02/14  20:00:00,0,21.41666667,18.48860551,0.012130663,4,0
 02/14  21:00:00,0,20.41666667,17.82473259,0.011704603,4,0
 02/14  22:00:00,0,19.41666667,16.89253987,0.010984068,4,0
 02/14  23:00:00,0,19,16.15492359,0.010289586,4,0
 02/14  24:00:00,0,18.41666667,15.64618347,0.009941301,4,0
 02/15  01:00:00,0,17.41666667,14.91543936,0.009533848,4,0
 02/15  02:00:00,0,17,14.33109034,0.009066612,4,0
 02/15  03:00:00,0,17,13.98968914,0.008700097,4,0
 02/15  04:00:00,0,17,13.64491942,0.008329187,4,0
 02/15  05:00:00,0,16.53333333,12.67888979,0.007522246,4,0
 02/15  06:00:00,0,16.08333333,12.39404587,0.007417323,4,0
 02/15  07:00:00,0,15.41666667,12.33737593,0.007629542,3.416666667,0
 02/15  08:00:00,0,15.05833333,11.49521397,0.006938508,3.583333333,0
 02/15  09:00:00,0,15.625,11.94673319,0.007140999,2.25,0
 02/15  10:00:00,0,16.58333333,12.5191809,0.007305262,1.583333333,0
 02/15  11:00:00,0,17.175,12.94286616,0.007488641,2,0
 02/15  12:00:00,0,18.29166667,13.88263873,0.008011217,2,0
 02/15  13:00:00,0,19.58333333,14.7922712,0.008466503,2.583333333,0
 02/15  14:00:00,0,19.475,14.77239668,0.008499273,3.583333333,0
 02/15  15:00:00,0,19.625,15.48384783,0.009241666,3.416666667,0
 02/15  16:00:00,0,19.41666667,16.02750075,0.009952818,3,0
 02/15  17:00:00,0,18.53333333,14.91462391,0.009074138,3,0
 02/15  18:00:00,0,18.08333333,14.9451313,0.009285642,3,0
 02/15  19:00:00,0,17.41666667,15.24431355,0.009887559,3,0
 02/15  20:00:00,0,16.24166667,14.05477288,0.009072211,3,0
 02/15  21:00:00,0,16.45833333,14.34890386,0.009294569,3.583333333,0
 02/15  22:00:00,0,16.41666667,14.53505489,0.009504224,4,0
 02/15  23:00:00,0,16,14.14147468,0.009245912,4,0
 02/15  24:00:00,0,15.41666667,13.9524554,0.00928558,4,0
 02/16  01:00:00,0,15,13.81022963,0.009306792,4,0
 02/16  02:00:00,0,14.59166667,12.8271903,0.008462015,3.416666667,0
 02/16  03:00:00,0,14.125,12.55010453,0.008373158,3.583333333,0
 02/16  04:00:00,0,14,12.84535932,0.008724616,4.583333333,0
 02/16  05:00:00,0,14.175,12.43024935,0.008231462,3.833333333,0
 02/16  06:00:00,0,14.125,12.55010453,0.008373158,4.166666667,0
 02/16  07:00:00,0,14,12.84535932,0.008724616,5.583333333,0
 02/16  08:00:00,18.79163494,14.35,12.29529909,0.008024322,4.25,155.5674588
 02/16  09:00:00,225.9297286,16,13.09810528,0.008164967,3,186.6809505
 02/16  10:00:00,299.2539456,17.58333333,14.56383674,0.009052729,1.833333333,186.6809505
 02/16  11:00:00,330.59755,17.35833333,12.88544126,0.007391938,2.75,186.6809505
 02/16  12:00:00,353.2291131,18.70833333,13.862684,0.00786615,3.416666667,186.6809505
 02/16  13:00:00,329.3281939,20.58333333,14.99197676,0.008301775,3,187.6659824
 02/16  14:00:00,377.0095372,20.35833333,13.01709974,0.006317182,3,187.301721
 02/16  15:00:00,384.6293572,19.95833333,13.85425852,0.007362846,3.583333333,186.6809505
 02/16  16:00:00,386.9754086,20,15.14465495,0.008728421,4,186.6809505
 02/16  17:00:00,380.6399536,19.24166667,13.25387349,0.007029708,4,186.6809505
 02/16  18:00:00,283.8419592,18.175,11.95561653,0.00613467,4,186.6809505
 02/16  19:00:00,197.9146179,17.21666667,11.93741177,0.00650578,4,186.6809505
 02/16  20:00:00,188.3966404,16.275,12.00031068,0.006949328,4,186.6809505
 02/16  21:00:00,136.3715085,16.54166667,12.89895046,0.007743164,3.416666667,186.6809505
 02/16  22:00:00,0,17,13.50047136,0.00817342,3,0
 02/16  23:00:00,0,17,13.77125052,0.008452766,1.833333333,0
 02/16  24:00:00,0,17,13.96357079,0.008652269,1.583333333,0
 02/17  01:00:00,0,17,13.96357079,0.008652269,2,0
 02/17  02:00:00,0,16.06666667,13.43244056,0.0084847,2,0
 02/17  03:00:00,0,16.33333333,13.58508472,0.008538486,1.416666667,0
 02/17  04:00:00,0,16.41666667,14.07507796,0.009022417,1.583333333,0
 02/17  05:00:00,0,15.59166667,13.63105338,0.008893247,2,0
 02/17  06:00:00,0,15.70833333,13.77629979,0.008998421,2,0
 02/17  07:00:00,0,16,14.14045823,0.009258989,2,0
 02/17  08:00:00,28.2362225,15.76666667,13.92018915,0.009116257,2,186.6809505
 02/17  09:00:00,237.5649582,15.83333333,13.98362317,0.009150465,1.416666667,186.6809505
 02/17  10:00:00,302.5120175,17.16666667,14.9168894,0.009608775,1.583333333,186.6809505
 02/17  11:00:00,319.8568192,16.89166667,14.55979029,0.009332471,2,186.6809505
 02/17  12:00:00,322.556105,17.20833333,14.81708112,0.009488894,1.416666667,186.6809505
 02/17  13:00:00,289.6057617,18.58333333,15.72332781,0.009932955,2.166666667,186.6809505
 02/17  14:00:00,340.5562506,18.53333333,15.05780843,0.009222202,3.583333333,186.6809505
 02/17  15:00:00,348.1477653,18.66666667,15.29799793,0.009450178,2.833333333,186.6809505
 02/17  16:00:00,351.5362464,18.41666667,16.05263909,0.010413075,2,186.6809505
 02/17  17:00:00,344.38454,17.94166667,15.07824635,0.009512002,2,186.6809505
 02/17  18:00:00,255.1255425,17.95833333,15.38463904,0.009847775,2,186.6809505
